iter	Logloss
120	0.2062868683
121	0.2061754713
122	0.2060417694
123	0.2059499958
124	0.2058290701
125	0.2057074123
126	0.2055939174
127	0.2054186638
128	0.2053059026
129	0.2052154732
130	0.2051371673
131	0.2049943946
132	0.2048869581
133	0.2048094896
134	0.2047132758
135	0.2046458658
136	0.2044745228
137	0.2043710435
138	0.2042304815
139	0.2040905843
140	0.2040330161
141	0.2039484158
142	0.203884056
143	0.2037921997
144	0.2035751412
145	0.2034340119
146	0.2033134326
147	0.2032200614
148	0.2031772372
149	0.2030944521
150	0.2029314963
151	0.2027675821
152	0.2026890383
153	0.2025821367
154	0.2025390727
155	0.2024045595
156	0.2023398364
157	0.2022344138
158	0.2021695388
159	0.2021417608
160	0.2020525665
161	0.202004329
162	0.2019650462
163	0.2018678929
164	0.2018361261
165	0.2017997324
166	0.2017266018
167	0.2016264306
168	0.2015435599
169	0.2015283496
170	0.2014816193
171	0.201441987
172	0.2013857518
173	0.2013548265
174	0.2012636208
175	0.2011877192
176	0.2011824447
177	0.2010711507
178	0.2009380532
179	0.200826001
180	0.2007955826
181	0.2007378544
182	0.2006557122
183	0.2006390071
184	0.2005726858
185	0.2005006971
186	0.2003481186
187	0.2001840758
188	0.2000847191
189	0.1999993143
190	0.1999064129
191	0.1998705805
192	0.199804853
193	0.1996793203
194	0.199632872
195	0.1996160559
196	0.1995924008
197	0.199551059
198	0.1995167119
199	0.1993878399
200	0.1993589569
201	0.199351856
202	0.1993401099
203	0.1992501351
204	0.1991739883
205	0.1991435404
206	0.1991145723
207	0.1989658912
208	0.1989159969
209	0.1988706441
210	0.1988630643
211	0.198801666
212	0.1987648374
213	0.1987383851
214	0.1986913147
215	0.1986880114
216	0.1986282632
217	0.198595006
218	0.1985637955
219	0.1985263859
220	0.1984096976
221	0.1983791884
222	0.1983097924
223	0.198262277
224	0.1981689209
225	0.1980978794
226	0.1980662608
227	0.1980129807
228	0.197989991
229	0.1979422766
230	0.1978976914
231	0.1977609986
232	0.1977031303
233	0.1976257932
234	0.1975690038
235	0.1974742337
236	0.1974430186
237	0.1974033471
238	0.197382467
239	0.1973299506
240	0.1972432829
241	0.1972144956
242	0.1971715207
243	0.1971124606
244	0.1970549908
245	0.1970068452
246	0.1968605006
247	0.1968093902
248	0.1967196965
249	0.1966753905
250	0.1965829943
251	0.1965531891
252	0.1965189383
253	0.1964709761
254	0.1964292347
255	0.1964224122
256	0.1963866929
257	0.1963464982
258	0.1963041118
259	0.1962725473
260	0.1962081473
261	0.1961543002
262	0.1960276113
263	0.1959606625
264	0.1958864302
265	0.1958393085
266	0.1957577945
267	0.1956892641
268	0.1956593011
269	0.1956307219
270	0.1956000561
271	0.1955430349
272	0.1954863551
273	0.1954622615
274	0.195390073
275	0.1953401961
276	0.1952846571
277	0.195232916
278	0.1951894513
279	0.1951111855
280	0.1949938947
281	0.1949483903
282	0.1949235289
283	0.1948985454
284	0.194887604
285	0.1948392137
286	0.1947579024
287	0.1947462021
288	0.194688856
289	0.1946407028
290	0.194583159
291	0.1945056841
292	0.1944948406
293	0.1944447311
294	0.1944056027
295	0.1943414309
296	0.1943016713
297	0.1942702282
298	0.1942485112
299	0.1941750584
300	0.1941336739
301	0.194085513
302	0.1940777024
303	0.1940273812
304	0.1939783663
305	0.1939050415
306	0.1938527104
307	0.193807117
308	0.1937209816
309	0.1936335921
310	0.1936025176
311	0.1934941546
312	0.1934551369
313	0.1933892762
314	0.1933015098
315	0.1932413398
316	0.1931850588
317	0.1930804256
318	0.193022356
319	0.1929783655
320	0.1929005905
321	0.1927923365
322	0.1927340576
323	0.1927085907
324	0.192628227
325	0.1925546409
326	0.1925162153
327	0.1924595611
328	0.1924381571
329	0.1923530016
330	0.1923042551
331	0.1922479926
332	0.1921715783
333	0.192143453
334	0.1921148402
335	0.1921115323
336	0.1921093462
337	0.1920253145
338	0.1919902438
339	0.1919304382
340	0.1918606129
341	0.1918525553
342	0.1917665735
343	0.1917633809
344	0.1917197737
345	0.1916345572
346	0.1915786849
347	0.191542679
348	0.1914661454
349	0.1914271234
350	0.1913464642
351	0.1913233628
352	0.1912475887
353	0.1912342675
354	0.1911988863
355	0.1911693071
356	0.1910880846
357	0.1910520664
358	0.1910148475
359	0.1909532666
360	0.1909077475
361	0.1908753732
362	0.1908277866
363	0.1907916205
364	0.1907556817
365	0.1907032838
366	0.1906627865
367	0.1906126398
368	0.1905350084
369	0.1905068228
370	0.1904795098
371	0.1903689545
372	0.1903434479
373	0.1903063659
374	0.1902419977
375	0.1901856655
376	0.1901118955
377	0.1900382629
378	0.189939743
379	0.1899202063
380	0.1898882561
381	0.1898855316
382	0.1898012584
383	0.1897227381
384	0.1896455564
385	0.189621915
386	0.1895079281
387	0.1894545336
388	0.1894094523
389	0.1893087711
390	0.1892419613
391	0.1891486976
392	0.1891149714
393	0.1890530971
394	0.189000079
395	0.1889168412
396	0.188853119
397	0.1887636466
398	0.1887063381
399	0.1886932313
400	0.1885956177
401	0.1885496972
402	0.188437919
403	0.1883811332
404	0.1883385905
405	0.1882742567
406	0.1882006902
407	0.1881367744
408	0.1880654782
409	0.187991923
410	0.1879388572
411	0.1878787491
412	0.1878127319
413	0.1877666195
414	0.1876988633
415	0.1875873013
416	0.1875286361
417	0.1874602359
418	0.1873635539
419	0.1873075965
420	0.1872148768
421	0.1871710416
422	0.1871117216
423	0.1870460739
424	0.1869886458
425	0.1869272072
426	0.1868641943
427	0.1868059543
428	0.1867539457
429	0.1866949372
430	0.1865929169
431	0.1865602242
432	0.18649978
433	0.1864725203
434	0.1864295502
435	0.1863782556
436	0.1863547139
437	0.1863209524
438	0.1862797353
439	0.1862239923
440	0.1861745728
441	0.1861204387
442	0.1860810025
443	0.1860384567
444	0.185986919
445	0.1859476034
446	0.1858781382
447	0.1858373526
448	0.1857860755
449	0.1856876521
450	0.1856397041
451	0.1855773453
452	0.1854709464
453	0.1854475214
454	0.185376412
455	0.1852902467
456	0.1852391105
457	0.1851871236
458	0.1851554619
459	0.1851158033
460	0.1850735075
461	0.184993675
462	0.1849151256
463	0.1849060066
464	0.18484127
465	0.184812332
466	0.1847331599
467	0.1846953118
468	0.1846142431
469	0.1845378195
470	0.1844616546
471	0.1843780854
472	0.18431249
473	0.1842551624
474	0.1842129457
475	0.1840974671
476	0.1840463426
477	0.1839737579
478	0.1839158902
479	0.1838672694
480	0.1838073823
481	0.1837577982
482	0.1836587623
483	0.1835973738
484	0.1835644654
485	0.1834948892
486	0.183457123
487	0.1834219329
488	0.1833402734
489	0.1832845851
490	0.1832496891
491	0.1831585283
492	0.1831127112
493	0.183033214
494	0.1829918384
495	0.182959575
496	0.1828935005
497	0.182849121
498	0.1828136448
499	0.1827715967
500	0.1827307895
501	0.182643149
502	0.1825898357
503	0.1825089013
504	0.1824644558
505	0.1824011264
506	0.1823207113
507	0.1822854202
508	0.1822442291
509	0.1822041536
510	0.1821563166
511	0.1821020429
512	0.1820830353
513	0.1819718074
514	0.1819082009
515	0.1818945896
516	0.18186226
517	0.1817976004
518	0.1817231548
519	0.181695668
520	0.1816573161
521	0.1816215142
522	0.1815565842
523	0.1814997634
524	0.1814516326
525	0.1814205885
526	0.1813665464
527	0.1813118972
528	0.181250742
529	0.1811909849
530	0.1811350971
531	0.1810802748
532	0.1810271958
533	0.1809949311
534	0.1809348491
535	0.1809079501
536	0.1808717605
537	0.1808137409
538	0.1807170416
539	0.1806552822
540	0.1806187783
541	0.1805452292
542	0.1804877465
543	0.1804554627
544	0.1803843051
545	0.1803079166
546	0.1802602019
547	0.1801780196
548	0.180143874
549	0.1800627745
550	0.1799660322
551	0.1799056079
552	0.1798283359
553	0.1797919092
554	0.17975835
555	0.179726945
556	0.1796335808
557	0.1795968114
558	0.1795568595
559	0.1795359024
560	0.1794816528
561	0.1794702246
562	0.1794372659
563	0.1793754717
564	0.1793639022
565	0.1793243226
566	0.1792296106
567	0.1791715663
568	0.1791550023
569	0.1790764619
570	0.1790395371
571	0.1789914388
572	0.1789854644
573	0.1789042238
574	0.1788290729
575	0.1787733675
576	0.1787333981
577	0.1787043496
578	0.1786879856
579	0.1786697093
580	0.1785996384
581	0.1785580093
582	0.1784959495
583	0.178437999
584	0.1783891171
585	0.1783326619
586	0.1782707588
587	0.1782469896
588	0.1781942627
589	0.1781577055
590	0.1781224573
591	0.1781098563
592	0.1780503997
593	0.1780074125
594	0.1779252954
595	0.1779011256
596	0.1778870961
597	0.1778312454
598	0.1777597641
599	0.177706432
600	0.1776761227
601	0.1775994586
602	0.1775559623
603	0.1775183379
604	0.1774624066
605	0.1773914165
606	0.1773459598
607	0.1772971706
608	0.1772155809
609	0.1771422721
610	0.1771029235
611	0.1770723319
612	0.1770346424
613	0.1770030631
614	0.1769163047
615	0.1768824882
616	0.1768695907
617	0.1768372816
618	0.1768262913
619	0.176802073
620	0.1767356394
621	0.1766894723
622	0.1766555309
623	0.1766129188
624	0.176579318
625	0.1765381441
626	0.1764883863
627	0.176452145
628	0.1763385134
629	0.1762768627
630	0.1762484306
631	0.1762200724
632	0.1761710182
633	0.1761311436
634	0.176075165
635	0.1760246291
636	0.1759701146
637	0.1759482201
638	0.175862098
639	0.1758220028
640	0.1757606057
641	0.1757221097
642	0.1756861091
643	0.1756474221
644	0.1755542085
645	0.1755209427
646	0.1754829954
647	0.175451689
648	0.1754117191
649	0.1753573162
650	0.1752796545
651	0.1752390208
652	0.1751675312
653	0.1751206279
654	0.1750792323
655	0.1750115115
656	0.1749675724
657	0.1749166324
658	0.1748817052
659	0.1748369542
660	0.1748228698
661	0.1747646272
662	0.1747274171
663	0.1746900767
664	0.1746014306
665	0.1745278639
666	0.1744916821
667	0.1744277237
668	0.1743763754
669	0.1743285917
670	0.1742082752
671	0.1741307422
672	0.1740755192
673	0.1740409752
674	0.1740008191
675	0.1739539063
676	0.173886384
677	0.1738495999
678	0.1738212599
679	0.1737768123
680	0.1737333475
681	0.1736833351
682	0.1736002374
683	0.1735153688
684	0.1734398187
685	0.1733889558
686	0.1733267061
687	0.1732591136
688	0.1732343189
689	0.1731882079
690	0.1731372657
691	0.1730882144
692	0.1730186885
693	0.1729816412
694	0.1729591079
695	0.1729100489
696	0.1728532654
697	0.1728010777
698	0.1727879851
699	0.1727226272
700	0.1726535278
701	0.1726040621
702	0.1725497814
703	0.1724885264
704	0.1724559008
705	0.1724144649
706	0.1723767413
707	0.1723378222
708	0.1723022077
709	0.1722533485
710	0.1721539447
711	0.1721159562
712	0.1720295173
713	0.1719823334
714	0.1719295079
715	0.1718703319
716	0.1718028109
717	0.1717524155
718	0.171698143
719	0.1716552785
720	0.1716322093
721	0.1715755989
722	0.1715146343
723	0.1714808585
724	0.1714120864
725	0.171373124
726	0.1713165945
727	0.1712979068
728	0.1712492658
729	0.1712134175
730	0.171170832
731	0.1711367886
732	0.1711095011
733	0.1710873294
734	0.1710317207
735	0.1710103567
736	0.1709804865
737	0.1709552309
738	0.1709332655
739	0.1708744797
740	0.1708000853
741	0.1707715898
742	0.170703083
743	0.1706566036
744	0.1706119819
745	0.1705570108
746	0.170513538
747	0.1704704992
748	0.1704261001
749	0.1703707513
750	0.1703127424
751	0.1702775004
752	0.1702557154
753	0.1702115921
754	0.1701406677
755	0.1701112677
756	0.1701075879
757	0.1700745689
758	0.1700345171
759	0.1699849245
760	0.1699530129
761	0.1699045454
762	0.1698648644
763	0.1698033784
764	0.1697605235
765	0.1697057579
766	0.1696355339
767	0.1695742114
768	0.1695051258
769	0.1694724038
770	0.1694336498
771	0.1694088739
772	0.1693402588
773	0.1692934679
774	0.1692650806
775	0.1692197294
776	0.1691688087
777	0.1691400707
778	0.1691116744
779	0.1690739924
780	0.1690067412
781	0.1689500369
782	0.1689071658
783	0.1688714983
784	0.1688068284
785	0.1687558318
786	0.168692851
787	0.1686420368
788	0.1685574805
789	0.1685240014
790	0.1684826623
791	0.1684104841
792	0.1683279061
793	0.1682667323
794	0.1682226935
795	0.1682019243
796	0.168123457
797	0.1681021381
798	0.1680232359
799	0.1679966663
800	0.1679325826
801	0.167911878
802	0.1678227523
803	0.1677400282
804	0.167716491
805	0.1676500914
806	0.1676096914
807	0.167572594
808	0.167490657
809	0.167436805
810	0.1673728174
811	0.1673135907
812	0.167273434
813	0.1672491116
814	0.1671971517
815	0.1671530082
816	0.1670879522
817	0.1670300079
818	0.1669912505
819	0.1668807025
820	0.1668401285
821	0.1667715286
822	0.166743416
823	0.1666820845
824	0.1666424565
825	0.1666052374
826	0.1665758784
827	0.1665082114
828	0.1664580355
829	0.1664182096
830	0.1663295038
831	0.1662568649
832	0.1662342671
833	0.1661635177
834	0.1661215698
835	0.16605944
836	0.1660205685
837	0.1660040003
838	0.1659494669
839	0.1658967178
840	0.1658681038
841	0.1658493217
842	0.1658201541
843	0.1657412926
844	0.16566696
845	0.1656309045
846	0.1655837554
847	0.1655097256
848	0.1654984558
849	0.1654659177
850	0.1653861654
851	0.1653285808
852	0.1652818776
853	0.1652108051
854	0.1651525994
855	0.1650987548
856	0.1650593641
857	0.1650134687
858	0.1649374488
859	0.1649054782
860	0.164863217
861	0.1648023813
862	0.1647857953
863	0.1647251477
864	0.1646728689
865	0.1646567332
866	0.1646159778
867	0.1645934607
868	0.1645606145
869	0.1645247034
870	0.1644742664
871	0.1644648199
872	0.1644199238
873	0.1643485624
874	0.1642923521
875	0.1642391515
876	0.164184759
877	0.164139688
878	0.1641248514
879	0.1641105001
880	0.1640908131
881	0.1640463805
882	0.1640275929
883	0.1639561885
884	0.1639229599
885	0.163842625
886	0.163828737
887	0.1638031124
888	0.1637679499
889	0.1636919741
890	0.1636475456
891	0.163617636
892	0.1635888737
893	0.1635222451
894	0.1634924467
895	0.1634789661
896	0.1634434798
897	0.1633863434
898	0.1633307798
899	0.1633064059
900	0.1632681617
901	0.1632132935
902	0.1631627586
903	0.1630965356
904	0.1630448637
905	0.1630111441
906	0.162963042
907	0.1629043357
908	0.1628650644
909	0.1628017811
910	0.1627365609
911	0.162713969
912	0.1626970348
913	0.1626521541
914	0.1626011726
915	0.1625304332
916	0.162432206
917	0.1624011872
918	0.1623479921
919	0.1623036965
920	0.1622605946
921	0.1622467724
922	0.1622009826
923	0.1621594497
924	0.162132164
925	0.1620986959
926	0.1620566308
927	0.1619939649
928	0.1619484296
929	0.1619147181
930	0.1618539486
931	0.1618273901
932	0.1618060542
933	0.1617749229
934	0.1617196752
935	0.1616840406
936	0.161625907
937	0.1616068287
938	0.1615641576
939	0.1615179681
940	0.1614880053
941	0.1614643858
942	0.1614194281
943	0.1613683229
944	0.1612965397
945	0.1612804488
946	0.1612440001
947	0.1611972807
948	0.1611543465
949	0.161126524
950	0.1611134169
951	0.1610690322
952	0.1610168754
953	0.1609713242
954	0.1609278936
955	0.160906091
956	0.1608635856
957	0.1608401265
958	0.1608041563
959	0.1607908122
960	0.160745351
961	0.1607109347
962	0.1606754515
963	0.1606340268
964	0.1605815149
965	0.1605475414
966	0.1604805909
967	0.1604303792
968	0.1604047641
969	0.1603437924
970	0.1603250912
971	0.1602811305
972	0.1602281626
973	0.1601569574
974	0.1601328919
975	0.1600856698
976	0.160034919
977	0.1599913923
978	0.1599452784
979	0.1598808067
980	0.1598460443
981	0.15981966
982	0.1597763304
983	0.159704771
984	0.159664742
985	0.1596392385
986	0.159620639
987	0.159577507
988	0.1595186736
989	0.1594714855
990	0.159440504
991	0.1594186366
992	0.1593775166
993	0.1593157067
994	0.1592657998
995	0.1592191334
996	0.1591722304
997	0.159138323
998	0.1590635184
999	0.1590326837
