iter	Passed	Remaining
220	1708	6023
221	1716	6015
222	1727	6020
223	1735	6012
224	1741	5997
225	1746	5982
226	1752	5969
227	1758	5954
228	1764	5940
229	1773	5936
230	1780	5927
231	1788	5919
232	1794	5908
233	1805	5909
234	1813	5904
235	1819	5891
236	1825	5876
237	1834	5873
238	1841	5864
239	1848	5852
240	1854	5839
241	1861	5832
242	1871	5830
243	1880	5827
244	1889	5824
245	1897	5815
246	1904	5806
247	1910	5791
248	1915	5778
249	1921	5764
250	1926	5749
251	1933	5738
252	1943	5738
253	1953	5736
254	1959	5725
255	1969	5725
256	1979	5722
257	1989	5720
258	1997	5714
259	2003	5702
260	2012	5699
261	2021	5694
262	2029	5687
263	2039	5686
264	2049	5684
265	2055	5672
266	2061	5660
267	2068	5649
268	2074	5636
269	2079	5622
270	2086	5612
271	2094	5605
272	2100	5594
273	2106	5580
274	2111	5567
275	2118	5558
276	2128	5556
277	2135	5545
278	2141	5534
279	2152	5535
280	2161	5531
281	2171	5529
282	2180	5524
283	2186	5512
284	2192	5499
285	2197	5486
286	2204	5476
287	2210	5463
288	2217	5455
289	2224	5445
290	2233	5442
291	2244	5441
292	2248	5426
293	2255	5415
294	2263	5409
295	2272	5404
296	2280	5398
297	2289	5394
298	2296	5384
299	2302	5372
300	2310	5365
301	2317	5356
302	2325	5350
303	2333	5342
304	2338	5329
305	2345	5319
306	2356	5319
307	2364	5313
308	2371	5302
309	2381	5300
310	2390	5296
311	2397	5285
312	2402	5274
313	2409	5263
314	2415	5252
315	2421	5240
316	2427	5230
317	2433	5219
318	2440	5210
319	2446	5199
320	2452	5186
321	2457	5175
322	2464	5164
323	2470	5154
324	2479	5150
325	2487	5142
326	2495	5136
327	2503	5129
328	2509	5118
329	2516	5108
330	2522	5097
331	2528	5087
332	2534	5076
333	2539	5064
334	2548	5058
335	2553	5046
336	2560	5037
337	2570	5034
338	2575	5022
339	2581	5011
340	2590	5005
341	2599	5001
342	2609	4997
343	2615	4988
344	2622	4979
345	2628	4968
346	2634	4958
347	2640	4946
348	2649	4943
349	2660	4940
350	2668	4934
351	2674	4923
352	2683	4918
353	2692	4912
354	2699	4905
355	2705	4894
356	2713	4887
357	2720	4878
358	2726	4868
359	2734	4860
360	2740	4851
361	2746	4840
362	2754	4834
363	2762	4826
364	2771	4821
365	2779	4815
366	2789	4811
367	2799	4807
368	2805	4797
369	2812	4788
370	2818	4778
371	2824	4768
372	2832	4762
373	2841	4756
374	2850	4750
375	2859	4746
376	2865	4735
377	2875	4732
378	2883	4724
379	2891	4717
380	2897	4707
381	2901	4693
382	2908	4686
383	2915	4677
384	2921	4667
385	2927	4656
386	2932	4645
387	2940	4637
388	2950	4634
389	2957	4625
390	2962	4614
391	2968	4604
392	2975	4595
393	2984	4591
394	2990	4580
395	2996	4569
396	3004	4562
397	3012	4555
398	3021	4551
399	3032	4548
400	3039	4540
401	3045	4530
402	3053	4523
403	3060	4514
404	3066	4505
405	3072	4494
406	3079	4486
407	3085	4477
408	3091	4467
409	3101	4463
410	3110	4457
411	3120	4454
412	3127	4444
413	3132	4434
414	3138	4424
415	3145	4415
416	3151	4406
417	3157	4396
418	3163	4387
419	3170	4377
420	3175	4367
421	3181	4357
422	3189	4351
423	3197	4344
424	3205	4337
425	3217	4335
426	3224	4327
427	3231	4319
428	3238	4311
429	3244	4301
430	3250	4291
431	3256	4281
432	3263	4272
433	3268	4263
434	3274	4252
435	3280	4243
436	3288	4236
437	3298	4231
438	3306	4225
439	3314	4218
440	3321	4209
441	3327	4200
442	3333	4191
443	3340	4182
444	3347	4175
445	3354	4166
446	3361	4158
447	3367	4149
448	3374	4140
449	3383	4134
450	3390	4127
451	3397	4119
452	3403	4109
453	3409	4099
454	3415	4091
455	3421	4081
456	3429	4074
457	3438	4069
458	3448	4064
459	3457	4059
460	3465	4051
461	3475	4047
462	3483	4040
463	3491	4033
464	3499	4026
465	3506	4017
466	3511	4008
467	3516	3997
468	3527	3994
469	3535	3987
470	3540	3977
471	3546	3967
472	3552	3958
473	3558	3948
474	3564	3939
475	3570	3930
476	3580	3925
477	3587	3917
478	3595	3910
479	3604	3904
480	3613	3898
481	3620	3890
482	3626	3882
483	3632	3872
484	3639	3864
485	3646	3856
486	3653	3848
487	3661	3841
488	3672	3838
489	3680	3831
490	3687	3822
491	3694	3814
492	3700	3805
493	3706	3796
494	3711	3786
495	3718	3778
496	3728	3773
497	3737	3767
498	3746	3761
499	3756	3756
500	3767	3751
501	3772	3742
502	3778	3733
503	3785	3725
504	3791	3716
505	3796	3706
506	3803	3698
507	3811	3691
508	3817	3682
509	3824	3674
510	3830	3665
511	3837	3657
512	3843	3648
513	3850	3640
514	3856	3632
515	3863	3623
516	3869	3615
517	3878	3608
518	3887	3603
519	3895	3595
520	3901	3587
521	3911	3582
522	3921	3576
523	3928	3568
524	3936	3561
525	3944	3554
526	3950	3546
527	3957	3537
528	3964	3529
529	3970	3520
530	3975	3511
531	3981	3502
532	3990	3496
533	3998	3489
534	4004	3480
535	4009	3471
536	4015	3461
537	4023	3455
538	4032	3448
539	4042	3443
540	4053	3439
541	4062	3433
542	4070	3425
543	4076	3416
544	4082	3408
545	4089	3400
546	4096	3392
547	4106	3386
548	4112	3378
549	4122	3372
550	4130	3365
551	4138	3359
552	4147	3352
553	4156	3346
554	4165	3340
555	4174	3333
556	4180	3325
557	4187	3317
558	4193	3308
559	4203	3302
560	4211	3295
561	4218	3287
562	4224	3279
563	4231	3270
564	4239	3263
565	4246	3255
566	4252	3247
567	4259	3239
568	4264	3229
569	4270	3221
570	4277	3213
571	4283	3205
572	4289	3196
573	4296	3188
574	4303	3180
575	4309	3172
576	4314	3163
577	4321	3155
578	4329	3148
579	4337	3140
580	4346	3134
581	4353	3126
582	4361	3119
583	4370	3113
584	4380	3107
585	4390	3101
586	4398	3094
587	4407	3088
588	4414	3080
589	4423	3073
590	4432	3067
591	4439	3059
592	4447	3052
593	4457	3046
594	4467	3040
595	4473	3032
596	4480	3024
597	4486	3015
598	4491	3006
599	4497	2998
600	4506	2991
601	4514	2984
602	4521	2977
603	4528	2969
604	4535	2961
605	4541	2953
606	4547	2944
607	4556	2937
608	4564	2930
609	4572	2923
610	4580	2916
611	4591	2910
612	4597	2902
613	4602	2893
614	4608	2884
615	4613	2876
616	4619	2867
617	4625	2859
618	4631	2851
619	4639	2843
620	4647	2836
621	4654	2828
622	4661	2820
623	4669	2813
624	4675	2805
625	4682	2797
626	4688	2788
627	4696	2782
628	4704	2774
629	4711	2767
630	4718	2759
631	4725	2751
632	4733	2744
633	4739	2735
634	4744	2727
635	4750	2718
636	4756	2710
637	4764	2703
638	4770	2695
639	4776	2686
640	4784	2679
641	4792	2672
642	4799	2664
643	4806	2657
644	4813	2649
645	4819	2640
646	4827	2633
647	4837	2627
648	4847	2621
649	4856	2615
650	4866	2609
651	4873	2601
652	4880	2593
653	4888	2586
654	4898	2579
655	4904	2571
656	4912	2564
657	4920	2557
658	4928	2550
659	4938	2544
660	4947	2537
661	4956	2530
662	4966	2524
663	4976	2518
664	4986	2511
665	4996	2505
666	5007	2499
667	5013	2491
668	5020	2483
669	5027	2476
670	5036	2469
671	5042	2461
672	5052	2454
673	5059	2447
674	5066	2439
675	5072	2431
676	5080	2423
677	5087	2416
678	5093	2407
679	5099	2399
680	5105	2391
681	5113	2384
682	5122	2377
683	5133	2371
684	5142	2364
685	5150	2357
686	5157	2349
687	5163	2341
688	5170	2334
689	5179	2327
690	5189	2320
691	5195	2312
692	5205	2305
693	5215	2299
694	5223	2292
695	5231	2284
696	5237	2276
697	5243	2268
698	5249	2260
699	5258	2253
700	5265	2246
701	5273	2238
702	5284	2232
703	5292	2225
704	5300	2217
705	5309	2211
706	5316	2203
707	5324	2196
708	5332	2188
709	5341	2181
710	5349	2174
711	5358	2167
712	5369	2161
713	5375	2153
714	5381	2144
715	5388	2137
716	5397	2130
717	5406	2123
718	5412	2115
719	5419	2107
720	5425	2099
721	5431	2091
722	5436	2082
723	5441	2074
724	5446	2066
725	5452	2058
726	5458	2049
727	5464	2041
728	5470	2033
729	5477	2025
730	5482	2017
731	5491	2010
732	5497	2002
733	5502	1994
734	5510	1986
735	5518	1979
736	5526	1972
737	5531	1963
738	5537	1955
739	5549	1949
740	5559	1943
741	5567	1936
742	5577	1929
743	5585	1921
744	5594	1915
745	5604	1908
746	5612	1900
747	5622	1894
748	5630	1886
749	5636	1878
750	5644	1871
751	5653	1864
752	5659	1856
753	5668	1849
754	5678	1842
755	5687	1835
756	5696	1828
757	5704	1821
758	5714	1814
759	5721	1806
760	5727	1798
761	5733	1790
762	5741	1783
763	5751	1776
764	5757	1768
765	5765	1761
766	5771	1753
767	5777	1745
768	5784	1737
769	5793	1730
770	5802	1723
771	5813	1716
772	5821	1709
773	5828	1701
774	5838	1694
775	5848	1688
776	5857	1681
777	5865	1673
778	5871	1665
779	5879	1658
780	5889	1651
781	5895	1643
782	5901	1635
783	5907	1627
784	5917	1620
785	5927	1613
786	5936	1606
787	5941	1598
788	5948	1590
789	5954	1582
790	5960	1575
791	5967	1567
792	5974	1559
793	5979	1551
794	5985	1543
795	5993	1535
796	6004	1529
797	6013	1522
798	6019	1514
799	6028	1507
800	6034	1499
801	6043	1492
802	6052	1484
803	6061	1477
804	6070	1470
805	6081	1463
806	6093	1457
807	6100	1449
808	6106	1441
809	6112	1433
810	6118	1425
811	6128	1418
812	6134	1411
813	6144	1404
814	6153	1396
815	6159	1388
816	6164	1380
817	6174	1373
818	6183	1366
819	6191	1359
820	6199	1351
821	6208	1344
822	6214	1336
823	6221	1328
824	6227	1321
825	6235	1313
826	6244	1306
827	6254	1299
828	6265	1292
829	6273	1284
830	6283	1277
831	6291	1270
832	6298	1262
833	6308	1255
834	6314	1247
835	6323	1240
836	6335	1233
837	6343	1226
838	6351	1218
839	6357	1210
840	6362	1202
841	6369	1195
842	6375	1187
843	6382	1179
844	6388	1171
845	6396	1164
846	6404	1156
847	6414	1149
848	6423	1142
849	6432	1135
850	6439	1127
851	6445	1119
852	6452	1111
853	6460	1104
854	6466	1096
855	6473	1088
856	6480	1081
857	6486	1073
858	6493	1065
859	6502	1058
860	6512	1051
861	6520	1043
862	6529	1036
863	6537	1029
864	6544	1021
865	6550	1013
866	6556	1005
867	6563	998
868	6572	990
869	6580	983
870	6585	975
871	6593	967
872	6600	960
873	6607	952
874	6613	944
875	6619	937
876	6625	929
877	6631	921
878	6641	914
879	6652	907
880	6657	899
881	6663	891
882	6670	883
883	6676	876
884	6683	868
885	6691	860
886	6699	853
887	6708	846
888	6718	838
889	6726	831
890	6733	823
891	6740	816
892	6746	808
893	6752	800
894	6758	792
895	6767	785
896	6774	777
897	6779	770
898	6786	762
899	6792	754
900	6799	747
901	6806	739
902	6812	731
903	6820	724
904	6827	716
905	6833	709
906	6841	701
907	6848	693
908	6857	686
909	6867	679
910	6876	671
911	6882	664
912	6889	656
913	6897	649
914	6903	641
915	6912	633
916	6919	626
917	6927	618
918	6936	611
919	6945	603
920	6956	596
921	6965	589
922	6971	581
923	6977	573
924	6983	566
925	6990	558
926	7001	551
927	7010	543
928	7018	536
929	7025	528
930	7031	521
931	7040	513
932	7051	506
933	7059	498
934	7067	491
935	7079	484
936	7087	476
937	7096	469
938	7108	461
939	7116	454
940	7123	446
941	7129	438
942	7135	431
943	7142	423
944	7149	416
945	7155	408
946	7165	401
947	7175	393
948	7186	386
949	7195	378
950	7203	371
951	7210	363
952	7216	355
953	7225	348
954	7232	340
955	7241	333
956	7247	325
957	7253	318
958	7260	310
959	7268	302
960	7276	295
961	7282	287
962	7289	280
963	7294	272
964	7300	264
965	7306	257
966	7315	249
967	7322	242
968	7328	234
969	7335	226
970	7341	219
971	7349	211
972	7355	204
973	7364	196
974	7373	189
975	7382	181
976	7394	174
977	7404	166
978	7415	159
979	7426	151
980	7435	144
981	7441	136
982	7447	128
983	7456	121
984	7465	113
985	7475	106
986	7484	98
987	7496	91
988	7506	83
989	7514	75
990	7523	68
991	7529	60
992	7538	53
993	7547	45
994	7555	37
995	7561	30
996	7568	22
997	7575	15
998	7584	7
999	7592	0
