Año;Autoridad Portuaria;Operacion;Transito;Graneles líquidos;Graneles sólidos;Mercancía general convencional;Mercancía general en contenedor;Mercancía general;Pesca;Avituallamiento;Tráfico interior;TRÁFICO TOTAL;;;
1990;Ferrol;Embarque;Incluido tránsito;2.845;166.570;120.454;0;120.454;0;33.511;535;323.915;;;
1990;Ferrol;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1990;Gijón;Desembarque;Incluido tránsito;1.219.705;9.157.047;72.598;7.915;80.513;4.750;0;0;10.462.015;;;
1990;Gijón;Embarque;Incluido tránsito;24.269;922.229;112.690;53.298;165.988;0;134.655;91.596;1.338.737;;;
1990;Gijón;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1990;Huelva;Desembarque;Incluido tránsito;4.339.353;2.475.327;72.383;0;72.383;11.134;0;5.861;6.904.058;;;
1990;Huelva;Embarque;Incluido tránsito;1.921.908;890.992;307.079;4;307.083;0;68.437;9.626;3.198.046;;;
1990;Huelva;Transbordo;Incluido tránsito;2.059;0;0;0;0;0;0;0;2.059;;;
1990;Las Palmas;Desembarque;Incluido tránsito;2.672.051;660.633;1.038.571;1.389.458;2.428.029;174.351;0;0;5.935.064;;;
1990;Las Palmas;Embarque;Incluido tránsito;66.981;46.389;875.362;635.890;1.511.252;0;1.879.951;0;3.504.573;;;
1990;Las Palmas;Transbordo;Incluido tránsito;40.001;0;81.710;0;81.710;0;0;0;121.711;;;
1990;Marín y Ría de Pontevedra;Desembarque;Incluido tránsito;18.915;300.607;70.096;244;70.340;10.041;0;0;399.903;;;
1990;Marín y Ría de Pontevedra;Embarque;Incluido tránsito;0;21.515;116.851;4.923;121.774;0;72.331;0;215.620;;;
1990;Marín y Ría de Pontevedra;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1990;Melilla;Desembarque;Incluido tránsito;34.891;14.215;243.560;34.784;278.344;24;0;0;327.474;;;
1990;Melilla;Embarque;Incluido tránsito;0;0;123.552;6.557;130.109;0;12.790;0;142.899;;;
1990;Melilla;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1990;Málaga;Desembarque;Incluido tránsito;7.506.588;683.728;267.479;12.458;279.937;6.350;0;0;8.476.603;;;
1990;Málaga;Embarque;Incluido tránsito;132.393;250.080;266.332;22.006;288.338;0;94.525;0;765.336;;;
1990;Málaga;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1990;Pasaia;Desembarque;Incluido tránsito;564.613;572.726;1.656.392;94.285;1.750.677;12.790;0;0;2.900.806;;;
1990;Pasaia;Embarque;Incluido tránsito;18.252;251.633;509.859;68.830;578.689;0;73.008;0;921.582;;;
1990;Pasaia;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1990;Santa Cruz de Tenerife;Desembarque;Incluido tránsito;5.010.375;891.665;993.028;1.056.611;2.049.639;3.935;0;0;7.955.614;;;
1990;Santa Cruz de Tenerife;Embarque;Incluido tránsito;2.600.603;73.357;992.763;367.363;1.360.126;0;1.168.059;0;5.202.145;;;
1990;Santa Cruz de Tenerife;Transbordo;Incluido tránsito;38.894;0;1.347;0;1.347;0;0;0;40.241;;;
1990;Santander;Desembarque;Incluido tránsito;634.437;2.243.168;441.886;1.659;443.545;6.338;0;0;3.327.488;;;
1990;Santander;Embarque;Incluido tránsito;55.965;375.498;327.288;2.471;329.759;0;52.366;0;813.588;;;
1990;Santander;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1990;Sevilla;Desembarque;Incluido tránsito;69.101;1.390.915;292.524;71.008;363.532;3.501;0;0;1.827.049;;;
1990;Sevilla;Embarque;Incluido tránsito;106.986;731.864;161.280;212.298;373.578;0;30.801;0;1.243.229;;;
1990;Sevilla;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1990;Tarragona;Desembarque;Incluido tránsito;11.578.854;5.629.378;170.467;50.907;221.374;4.752;0;170.271;17.604.629;;;
1990;Tarragona;Embarque;Incluido tránsito;5.488.236;931.836;293.886;100.809;394.695;0;236.273;170.760;7.221.800;;;
1990;Tarragona;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1990;Valencia;Desembarque;Incluido tránsito;1.797.832;2.070.907;1.567.415;1.645.590;3.213.005;3.990;0;0;7.085.734;;;
1990;Valencia;Embarque;Incluido tránsito;314.843;1.265.318;1.025.650;2.288.390;3.314.040;0;192.311;0;5.086.512;;;
1990;Valencia;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1990;Vigo;Desembarque;Incluido tránsito;887.893;424.303;311.019;296.665;607.684;69.593;0;20.953;2.010.426;;;
1990;Vigo;Embarque;Incluido tránsito;0;0;542.177;232.337;774.514;0;256.440;76.541;1.107.495;;;
1990;Vigo;Transbordo;Incluido tránsito;137;0;291;0;291;0;0;0;428;;;
1990;Vilagarcía;Desembarque;Incluido tránsito;108.524;220.223;26.789;0;26.789;4.766;0;0;360.302;;;
1990;Vilagarcía;Embarque;Incluido tránsito;6.897;0;52.696;0;52.696;0;12.044;10.010;81.647;;;
1990;Vilagarcía;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1991;A Coruña;Desembarque;Incluido tránsito;5.647.310;1.912.467;66.153;1.534;67.687;63.932;0;0;7.691.396;;;
1991;A Coruña;Embarque;Incluido tránsito;3.510.114;269.370;103.678;1.545;105.223;0;406.184;863.890;5.154.781;;;
1991;A Coruña;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1991;Alicante;Desembarque;Incluido tránsito;1.140.943;448.094;208.197;104.262;312.459;18.363;0;0;1.919.859;;;
1991;Alicante;Embarque;Incluido tránsito;18.940;233.296;116.116;276.121;392.237;0;32.803;0;677.276;;;
1991;Alicante;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1991;Almería;Desembarque;Incluido tránsito;66.965;1.794.275;74.561;2.646;77.207;12.318;0;0;1.950.765;;;
1991;Almería;Embarque;Incluido tránsito;0;5.552.375;107.541;10.478;118.019;0;45.754;0;5.716.148;;;
1991;Almería;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1991;Avilés;Desembarque;Incluido tránsito;424.822;1.098.928;254.692;0;254.692;16.164;0;0;1.794.606;;;
1991;Avilés;Embarque;Incluido tránsito;173.201;268.776;1.650.419;0;1.650.419;0;46.914;0;2.139.310;;;
1991;Avilés;Transbordo;Incluido tránsito;1.770;0;0;0;0;0;0;0;1.770;;;
1991;Bahía de Algeciras;Desembarque;Incluido tránsito;10.125.110;1.698.862;987.246;3.256.614;4.243.860;17.069;0;40.795;16.125.696;;;
1991;Bahía de Algeciras;Embarque;Incluido tránsito;6.942.555;22.438;1.586.182;3.330.912;4.917.094;0;913.816;657.903;13.453.806;;;
1991;Bahía de Algeciras;Transbordo;Incluido tránsito;57.948;0;0;0;0;0;0;0;57.948;;;
1991;Bahía de Cádiz;Desembarque;Incluido tránsito;256.345;394.215;566.988;197.266;764.254;31.959;0;8.025;1.454.798;;;
1991;Bahía de Cádiz;Embarque;Incluido tránsito;32.267;338.216;577.937;461.502;1.039.439;0;259.844;55.599;1.725.365;;;
1991;Bahía de Cádiz;Transbordo;Incluido tránsito;0;0;1.046;0;1.046;0;0;0;1.046;;;
1991;Baleares;Desembarque;Incluido tránsito;1.265.080;1.015.557;1.857.856;897.277;2.755.133;2.746;0;0;5.038.516;;;
1991;Baleares;Embarque;Incluido tránsito;0;33.968;933.151;263.047;1.196.198;0;83.959;0;1.314.125;;;
1991;Baleares;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1991;Barcelona;Desembarque;Incluido tránsito;7.208.835;2.861.850;449.137;2.539.148;2.988.285;5.896;0;0;13.064.866;;;
1991;Barcelona;Embarque;Incluido tránsito;417.340;1.075.235;1.299.532;2.461.670;3.761.202;0;404.235;0;5.658.012;;;
1991;Barcelona;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1991;Bilbao;Desembarque;Incluido tránsito;11.085.415;5.612.621;1.292.281;902.906;2.195.187;137;0;2.491.765;21.385.125;;;
1991;Bilbao;Embarque;Incluido tránsito;5.216.279;820.270;1.296.328;1.154.371;2.450.699;0;218.030;2.584.560;11.289.838;;;
1991;Bilbao;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1991;C.A.G.P.;Desembarque;Incluido tránsito;874.543;2.447.463;245.437;0;245.437;2.251;0;0;3.569.694;;;
1991;C.A.G.P.;Embarque;Incluido tránsito;71.382;729.663;159.144;0;159.144;0;27.515;0;987.704;;;
1991;C.A.G.P.;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1991;Cartagena;Desembarque;Incluido tránsito;6.853.612;1.382.450;204.676;21.165;225.841;2.140;0;1.783;8.465.826;;;
1991;Cartagena;Embarque;Incluido tránsito;4.646.057;323.017;102.036;196.286;298.322;0;117.044;17.296;5.401.736;;;
1991;Cartagena;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1991;Castellón;Desembarque;Incluido tránsito;3.976.672;247.323;102.698;6.833;109.531;15.084;0;0;4.348.610;;;
1991;Castellón;Embarque;Incluido tránsito;2.553.024;59.496;241.081;53.607;294.688;0;32.323;0;2.939.531;;;
1991;Castellón;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1991;Ceuta;Desembarque;Incluido tránsito;2.979.636;41.291;582.321;19.634;601.955;737;0;0;3.623.619;;;
1991;Ceuta;Embarque;Incluido tránsito;230.357;371;335.453;3.342;338.795;0;639.701;0;1.209.224;;;
1991;Ceuta;Transbordo;Incluido tránsito;0;458;39.875;0;39.875;0;0;0;40.333;;;
1991;Ferrol;Desembarque;Incluido tránsito;26.124;1.228.895;69.516;0;69.516;1.351;0;0;1.325.886;;;
1991;Ferrol;Embarque;Incluido tránsito;2.879;50.420;125.624;0;125.624;0;29.185;1.204;209.312;;;
1991;Ferrol;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1991;Gijón;Desembarque;Incluido tránsito;1.428.259;10.231.395;52.065;7.963;60.028;3.445;0;0;11.723.127;;;
1991;Gijón;Embarque;Incluido tránsito;25.085;974.051;140.337;51.339;191.676;0;150.036;97.304;1.438.152;;;
1991;Gijón;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1991;Huelva;Desembarque;Incluido tránsito;4.332.096;2.458.919;64.048;0;64.048;10.275;0;0;6.865.338;;;
1991;Huelva;Embarque;Incluido tránsito;1.400.181;776.493;299.298;0;299.298;0;65.634;0;2.541.606;;;
1991;Huelva;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1991;Las Palmas;Desembarque;Incluido tránsito;2.774.972;637.223;956.837;1.466.840;2.423.677;110.571;0;0;5.946.443;;;
1991;Las Palmas;Embarque;Incluido tránsito;72.912;47.155;803.133;654.682;1.457.815;0;1.672.684;0;3.250.566;;;
1991;Las Palmas;Transbordo;Incluido tránsito;150;0;43.085;0;43.085;0;0;0;43.235;;;
1991;Marín y Ría de Pontevedra;Desembarque;Incluido tránsito;12.149;331.317;116.716;0;116.716;10.472;0;0;470.654;;;
1991;Marín y Ría de Pontevedra;Embarque;Incluido tránsito;0;17.775;125.955;3.220;129.175;0;68.533;0;215.483;;;
1991;Marín y Ría de Pontevedra;Transbordo;Incluido tránsito;0;0;3.345;0;3.345;0;0;0;3.345;;;
1991;Melilla;Desembarque;Incluido tránsito;39.859;14.428;292.521;44.965;337.486;12;0;0;391.785;;;
1991;Melilla;Embarque;Incluido tránsito;0;0;136.445;8.817;145.262;0;13.444;0;158.706;;;
1991;Melilla;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1991;Málaga;Desembarque;Incluido tránsito;7.385.547;815.237;269.373;7.774;277.147;8.402;0;0;8.486.333;;;
1991;Málaga;Embarque;Incluido tránsito;153.449;147.163;262.318;25.888;288.206;0;92.504;19;681.341;;;
1991;Málaga;Transbordo;Incluido tránsito;0;0;116;0;116;0;0;0;116;;;
1991;Pasaia;Desembarque;Incluido tránsito;593.547;1.609.621;543.241;119.009;662.250;10.258;0;0;2.875.676;;;
1991;Pasaia;Embarque;Incluido tránsito;4.599;200.624;700.499;115.687;816.186;0;81.630;0;1.103.039;;;
1991;Pasaia;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1991;Santa Cruz de Tenerife;Desembarque;Incluido tránsito;5.063.537;933.342;958.953;1.144.895;2.103.848;3.845;0;0;8.104.572;;;
1991;Santa Cruz de Tenerife;Embarque;Incluido tránsito;2.622.188;97.282;949.990;443.341;1.393.331;0;1.095.797;0;5.208.598;;;
1991;Santa Cruz de Tenerife;Transbordo;Incluido tránsito;0;0;409;0;409;0;0;0;409;;;
1991;Santander;Desembarque;Incluido tránsito;792.315;2.353.570;396.259;1.090;397.349;5.640;0;0;3.548.874;;;
1991;Santander;Embarque;Incluido tránsito;24.457;388.411;269.655;1.613;271.268;0;55.133;0;739.269;;;
1991;Santander;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1991;Sevilla;Desembarque;Incluido tránsito;102.011;1.770.480;231.363;92.147;323.510;3.237;0;0;2.199.238;;;
1991;Sevilla;Embarque;Incluido tránsito;12.447;849.923;105.018;198.943;303.961;0;28.971;0;1.195.302;;;
1991;Sevilla;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1991;Tarragona;Desembarque;Incluido tránsito;10.956.902;6.469.903;111.664;59.440;171.104;7.294;0;181.550;17.786.753;;;
1991;Tarragona;Embarque;Incluido tránsito;4.701.803;992.967;259.740;174.790;434.530;0;245.830;182.075;6.557.205;;;
1991;Tarragona;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1991;Valencia;Desembarque;Incluido tránsito;1.689.916;2.247.274;1.734.841;1.592.960;3.327.801;3.438;0;0;7.268.429;;;
1991;Valencia;Embarque;Incluido tránsito;397.336;942.855;928.823;2.256.777;3.185.600;0;225.523;0;4.751.314;;;
1991;Valencia;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1991;Vigo;Desembarque;Incluido tránsito;891.656;444.043;337.370;336.130;673.500;76.873;0;17.035;2.103.107;;;
1991;Vigo;Embarque;Incluido tránsito;0;3.209;572.949;256.948;829.897;0;282.189;83.221;1.198.516;;;
1991;Vigo;Transbordo;Incluido tránsito;0;0;2.487;0;2.487;0;0;0;2.487;;;
1991;Vilagarcía;Desembarque;Incluido tránsito;105.477;231.938;26.430;0;26.430;5.406;0;0;369.251;;;
1991;Vilagarcía;Embarque;Incluido tránsito;7.139;0;34.637;0;34.637;0;10.563;5.511;57.850;;;
1991;Vilagarcía;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1992;A Coruña;Desembarque;Incluido tránsito;6.263.639;2.027.761;91.831;0;91.831;59.987;0;0;8.443.218;;;
1992;A Coruña;Embarque;Incluido tránsito;3.770.794;369.383;74.725;0;74.725;0;313.052;291.204;4.819.158;;;
1992;A Coruña;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1992;Alicante;Desembarque;Incluido tránsito;1.085.348;652.094;97.312;153.700;251.012;16.080;0;0;2.004.534;;;
1992;Alicante;Embarque;Incluido tránsito;18.871;306.648;86.991;269.896;356.887;0;33.397;0;715.803;;;
1992;Alicante;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1992;Almería;Desembarque;Incluido tránsito;30.550;2.056.315;90.853;1.759;92.612;11.690;0;0;2.191.167;;;
1992;Almería;Embarque;Incluido tránsito;10.801;4.742.164;129.691;9.403;139.094;0;35.358;0;4.927.417;;;
1992;Almería;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1992;Avilés;Desembarque;Incluido tránsito;287.299;849.230;331.182;0;331.182;14.800;0;0;1.482.511;;;
1992;Avilés;Embarque;Incluido tránsito;332.782;295.905;1.521.522;0;1.521.522;0;50.100;0;2.200.309;;;
1992;Avilés;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1992;Bahía de Algeciras;Desembarque;Incluido tránsito;10.039.029;2.034.485;1.069.431;3.353.436;4.422.867;19.645;0;30.221;16.546.247;;;
1992;Bahía de Algeciras;Embarque;Incluido tránsito;6.856.260;16.899;1.416.154;3.515.954;4.932.108;0;1.122.838;551.763;13.479.868;;;
1992;Bahía de Algeciras;Transbordo;Incluido tránsito;1.550;0;0;0;0;0;0;0;1.550;;;
1992;Bahía de Cádiz;Desembarque;Incluido tránsito;250.426;258.611;517.454;202.794;720.248;31.011;0;5.311;1.265.607;;;
1992;Bahía de Cádiz;Embarque;Incluido tránsito;25.177;357.387;695.694;485.706;1.181.400;0;213.801;35.528;1.813.293;;;
1992;Bahía de Cádiz;Transbordo;Incluido tránsito;0;1.412;0;0;0;0;0;0;1.412;;;
1992;Baleares;Desembarque;Incluido tránsito;1.157.002;1.091.176;1.511.570;906.220;2.417.790;3.155;0;0;4.669.123;;;
1992;Baleares;Embarque;Incluido tránsito;0;80.627;667.539;247.800;915.339;0;76.278;0;1.072.244;;;
1992;Baleares;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1992;Barcelona;Desembarque;Incluido tránsito;7.139.647;2.525.287;641.771;2.701.542;3.343.313;6.366;0;0;13.014.613;;;
1992;Barcelona;Embarque;Incluido tránsito;388.473;683.624;1.257.658;2.999.923;4.257.581;0;485.412;0;5.815.090;;;
1992;Barcelona;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1992;Bilbao;Desembarque;Incluido tránsito;10.587.618;5.070.884;1.404.065;910.945;2.315.010;134;0;2.391.110;20.364.756;;;
1992;Bilbao;Embarque;Incluido tránsito;4.432.710;807.194;1.080.712;1.223.324;2.304.036;0;201.229;2.450.436;10.195.605;;;
1992;Bilbao;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1992;Cartagena;Desembarque;Incluido tránsito;6.227.026;1.439.346;88.250;22.007;110.257;3.108;0;0;7.779.737;;;
1992;Cartagena;Embarque;Incluido tránsito;3.680.100;293.286;73.472;176.159;249.631;0;107.218;20;4.330.255;;;
1992;Cartagena;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1992;Castellón;Desembarque;Incluido tránsito;4.496.311;389.977;65.142;13.805;78.947;14.233;0;0;4.979.468;;;
1992;Castellón;Embarque;Incluido tránsito;1.852.353;98.823;220.490;123.531;344.021;0;24.638;0;2.319.835;;;
1992;Castellón;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1992;Ceuta;Desembarque;Incluido tránsito;2.494.425;49.422;587.717;26.082;613.799;486;0;0;3.158.132;;;
1992;Ceuta;Embarque;Incluido tránsito;262.515;62;329.815;4.486;334.301;0;684.288;0;1.281.166;;;
1992;Ceuta;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1992;Ferrol-San Cibrao;Desembarque;Incluido tránsito;260.225;3.551.642;116.248;0;116.248;1.205;0;0;3.929.320;;;
1992;Ferrol-San Cibrao;Embarque;Incluido tránsito;11.364;658.435;227.589;1.037;228.626;0;25.667;195;924.287;;;
1992;Ferrol-San Cibrao;Transbordo;Incluido tránsito;0;0;217;0;217;0;0;0;217;;;
1992;Gijón;Desembarque;Incluido tránsito;1.379.226;9.928.925;48.162;8.266;56.428;5.081;0;0;11.369.660;;;
1992;Gijón;Embarque;Incluido tránsito;43.179;886.513;146.702;50.870;197.572;0;106.933;72.450;1.306.647;;;
1992;Gijón;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1992;Huelva;Desembarque;Incluido tránsito;5.279.510;2.365.457;45.984;0;45.984;12.019;0;0;7.702.970;;;
1992;Huelva;Embarque;Incluido tránsito;1.877.830;689.612;336.195;0;336.195;0;62.944;0;2.966.581;;;
1992;Huelva;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1992;Las Palmas;Desembarque;Incluido tránsito;2.930.377;631.267;965.346;1.605.252;2.570.598;60.549;0;0;6.192.791;;;
1992;Las Palmas;Embarque;Incluido tránsito;93.525;64.042;858.825;698.387;1.557.212;0;1.610.080;0;3.324.859;;;
1992;Las Palmas;Transbordo;Incluido tránsito;0;22;51.198;0;51.198;0;0;0;51.220;;;
1992;Marín y Ría de Pontevedra;Desembarque;Incluido tránsito;14.079;370.195;166.032;0;166.032;8.293;0;0;558.599;;;
1992;Marín y Ría de Pontevedra;Embarque;Incluido tránsito;960;23.980;181.049;0;181.049;0;62.497;0;268.486;;;
1992;Marín y Ría de Pontevedra;Transbordo;Incluido tránsito;0;0;1.007;0;1.007;0;0;0;1.007;;;
1992;Melilla;Desembarque;Incluido tránsito;44.788;28.597;326.273;67.159;393.432;7;0;0;466.824;;;
1992;Melilla;Embarque;Incluido tránsito;0;0;148.552;11.403;159.955;0;15.993;0;175.948;;;
1992;Melilla;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1992;Motril;Desembarque;Incluido tránsito;681.149;354.417;183.790;0;183.790;2.438;0;0;1.221.794;;;
1992;Motril;Embarque;Incluido tránsito;16.839;103.140;92.700;0;92.700;0;25.125;0;237.804;;;
1992;Motril;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1992;Málaga;Desembarque;Incluido tránsito;7.507.113;875.644;173.350;4.751;178.101;9.336;0;0;8.570.194;;;
1992;Málaga;Embarque;Incluido tránsito;34.408;204.196;337.684;30.278;367.962;0;89.929;0;696.495;;;
1992;Málaga;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1992;Pasaia;Desembarque;Incluido tránsito;630.624;1.921.102;490.912;1.782;492.694;10.181;0;0;3.054.601;;;
1992;Pasaia;Embarque;Incluido tránsito;3.060;190.441;807.323;1.054;808.377;0;81.618;0;1.083.496;;;
1992;Pasaia;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1992;Santa Cruz de Tenerife;Desembarque;Incluido tránsito;4.599.459;891.293;957.949;1.208.576;2.166.525;4.087;0;0;7.661.364;;;
1992;Santa Cruz de Tenerife;Embarque;Incluido tránsito;2.371.960;96.210;1.003.225;499.976;1.503.201;0;989.530;0;4.960.901;;;
1992;Santa Cruz de Tenerife;Transbordo;Incluido tránsito;0;8.400;929;0;929;0;0;0;9.329;;;
1992;Santander;Desembarque;Incluido tránsito;588.302;2.031.684;406.349;3.772;410.121;6.440;0;0;3.036.547;;;
1992;Santander;Embarque;Incluido tránsito;22.769;423.737;270.831;648;271.479;0;58.178;0;776.163;;;
1992;Santander;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1992;Sevilla;Desembarque;Incluido tránsito;136.905;1.750.586;123.034;85.769;208.803;2.661;0;0;2.098.955;;;
1992;Sevilla;Embarque;Incluido tránsito;23.649;854.239;97.664;205.179;302.843;0;44.287;0;1.225.018;;;
1992;Sevilla;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1992;Tarragona;Desembarque;Incluido tránsito;12.061.679;6.221.543;111.221;61.729;172.950;9.732;0;0;18.465.904;;;
1992;Tarragona;Embarque;Incluido tránsito;4.792.955;889.611;215.008;244.531;459.539;0;293.246;0;6.435.351;;;
1992;Tarragona;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1992;Valencia;Desembarque;Incluido tránsito;907.369;2.186.601;1.768.878;1.640.915;3.409.793;5.216;0;0;6.508.979;;;
1992;Valencia;Embarque;Incluido tránsito;275.535;1.166.312;874.185;2.377.479;3.251.664;0;182.088;0;4.875.599;;;
1992;Valencia;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1992;Vigo;Desembarque;Incluido tránsito;865.364;445.342;395.610;366.186;761.796;85.143;0;16.101;2.173.746;;;
1992;Vigo;Embarque;Incluido tránsito;5.732;0;556.548;287.004;843.552;0;254.561;72.826;1.176.671;;;
1992;Vigo;Transbordo;Incluido tránsito;0;0;633;0;633;0;0;0;633;;;
1992;Vilagarcía;Desembarque;Incluido tránsito;100.819;283.381;55.688;0;55.688;3.702;0;0;443.590;;;
1992;Vilagarcía;Embarque;Incluido tránsito;5.698;0;22.148;0;22.148;0;10.375;57.646;95.867;;;
1992;Vilagarcía;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1993;A Coruña;Desembarque;Incluido tránsito;5.436.127;2.115.367;83.142;0;83.142;63.657;0;0;7.698.293;;;
1993;A Coruña;Embarque;Incluido tránsito;2.960.754;385.533;122.614;0;122.614;0;305.948;275.161;4.050.010;;;
1993;A Coruña;Transbordo;Incluido tránsito;9.000;0;0;0;0;0;0;0;9.000;;;
1993;Alicante;Desembarque;Incluido tránsito;307.018;633.004;63.993;129.535;193.528;16.382;0;0;1.149.932;;;
1993;Alicante;Embarque;Incluido tránsito;14.479;569.270;65.336;277.436;342.772;0;28.445;0;954.966;;;
1993;Alicante;Transbordo;Incluido tránsito;0;8.937;0;0;0;0;0;0;8.937;;;
1993;Almería;Desembarque;Incluido tránsito;4.053;1.945.459;113.713;794;114.507;9.785;0;0;2.073.804;;;
1993;Almería;Embarque;Incluido tránsito;748;4.743.127;164.512;9.152;173.664;0;49.080;0;4.966.619;;;
1993;Almería;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1993;Avilés;Desembarque;Incluido tránsito;322.381;871.760;128.473;0;128.473;11.512;0;0;1.334.126;;;
1993;Avilés;Embarque;Incluido tránsito;346.562;142.789;1.577.582;363;1.577.945;0;45.045;0;2.112.341;;;
1993;Avilés;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1993;Bahía de Algeciras;Desembarque;Incluido tránsito;9.370.178;1.819.288;1.146.800;3.886.157;5.032.957;18.012;0;0;16.240.435;;;
1993;Bahía de Algeciras;Embarque;Incluido tránsito;5.353.580;15.655;2.024.824;4.214.002;6.238.826;0;1.317.922;832.798;13.758.781;;;
1993;Bahía de Algeciras;Transbordo;Incluido tránsito;0;0;236;0;236;0;0;0;236;;;
1993;Bahía de Cádiz;Desembarque;Incluido tránsito;352.860;270.863;570.363;215.544;785.907;34.225;0;3;1.443.858;;;
1993;Bahía de Cádiz;Embarque;Incluido tránsito;97.082;534.266;907.300;529.978;1.437.278;0;188.293;36.401;2.293.320;;;
1993;Bahía de Cádiz;Transbordo;Incluido tránsito;0;5.946;1.808;0;1.808;0;0;0;7.754;;;
1993;Baleares;Desembarque;Incluido tránsito;1.216.492;1.048.398;1.729.296;742.918;2.472.214;3.027;0;0;4.740.131;;;
1993;Baleares;Embarque;Incluido tránsito;0;55.231;725.354;161.086;886.440;0;54.549;0;996.220;;;
1993;Baleares;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1993;Barcelona;Desembarque;Incluido tránsito;7.297.571;2.221.994;675.292;2.271.301;2.946.593;5.907;0;0;12.472.065;;;
1993;Barcelona;Embarque;Incluido tránsito;360.752;886.740;1.096.443;2.872.299;3.968.742;0;430.556;0;5.646.790;;;
1993;Barcelona;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1993;Bilbao;Desembarque;Incluido tránsito;10.154.488;5.134.412;1.132.304;863.248;1.995.552;86;0;2.352.969;19.637.507;;;
1993;Bilbao;Embarque;Incluido tránsito;4.407.751;571.214;1.262.181;1.476.716;2.738.897;0;232.142;2.418.442;10.368.446;;;
1993;Bilbao;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1993;Cartagena;Desembarque;Incluido tránsito;5.544.458;1.382.964;45.756;29.542;75.298;3.068;0;0;7.005.788;;;
