Año;Autoridad Portuaria;Operacion;Transito;Graneles líquidos;Graneles sólidos;Mercancía general convencional;Mercancía general en contenedor;Mercancía general;Pesca;Avituallamiento;Tráfico interior;TRÁFICO TOTAL;;;
1981;Ceuta;Embarque;Incluido tránsito;9.158;615;186.054;741;186.795;0;610.498;0;807.066;;;
1981;Ceuta;Transbordo;Incluido tránsito;0;0;48;0;48;0;0;0;48;;;
1981;Ferrol;Desembarque;Incluido tránsito;105.530;123.836;143.134;0;143.134;1.618;0;7.605;381.723;;;
1981;Ferrol;Embarque;Incluido tránsito;0;203.269;177.929;0;177.929;0;76.387;0;457.585;;;
1981;Ferrol;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1981;Gijón;Desembarque;Incluido tránsito;1.505.451;8.783.672;96.712;1.232;97.944;3.221;0;6.460;10.396.748;;;
1981;Gijón;Embarque;Incluido tránsito;41.566;1.312.729;632.913;2.101;635.014;0;118.602;150;2.108.061;;;
1981;Gijón;Transbordo;Incluido tránsito;8.789;1.882;0;0;0;0;0;0;10.671;;;
1981;Huelva;Desembarque;Incluido tránsito;4.049.584;2.002.435;23.642;87;23.729;18.324;0;0;6.094.072;;;
1981;Huelva;Embarque;Incluido tránsito;1.925.737;2.345.128;453.227;0;453.227;0;102.510;0;4.826.602;;;
1981;Huelva;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1981;Las Palmas;Desembarque;Incluido tránsito;1.726.674;324.332;771.833;461.855;1.233.688;33.093;0;0;3.317.787;;;
1981;Las Palmas;Embarque;Incluido tránsito;222;216;811.764;239.605;1.051.369;0;2.017.817;0;3.069.624;;;
1981;Las Palmas;Transbordo;Incluido tránsito;0;0;14.406;0;14.406;0;0;0;14.406;;;
1981;Marín y Ría de Pontevedra;Desembarque;Incluido tránsito;3.366;152.546;11.175;0;11.175;7.451;0;14.980;189.518;;;
1981;Marín y Ría de Pontevedra;Embarque;Incluido tránsito;0;10.880;194.380;0;194.380;0;69.275;0;274.535;;;
1981;Marín y Ría de Pontevedra;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1981;Melilla;Desembarque;Incluido tránsito;29.557;14.112;157.879;6.299;164.178;5.007;0;0;212.854;;;
1981;Melilla;Embarque;Incluido tránsito;0;17.143;68.121;1.411;69.532;0;37.780;0;124.455;;;
1981;Melilla;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1981;Málaga;Desembarque;Incluido tránsito;6.086.449;312.394;101.033;4.028;105.061;14.036;0;0;6.517.940;;;
1981;Málaga;Embarque;Incluido tránsito;9.740;367.809;711.944;5.183;717.127;0;124.572;0;1.219.248;;;
1981;Málaga;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1981;Pasaia;Desembarque;Incluido tránsito;1.308.077;594.577;1.576.934;9.798;1.586.732;22.293;0;0;3.511.679;;;
1981;Pasaia;Embarque;Incluido tránsito;13.985;592.807;759.316;20.213;779.529;0;133.441;91.184;1.610.946;;;
1981;Pasaia;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1981;Puerto de Santa María;Desembarque;Incluido tránsito;6.725;5.675;133;16.814;16.947;10.770;0;0;40.117;;;
1981;Puerto de Santa María;Embarque;Incluido tránsito;73.111;238.458;175.181;75.539;250.720;0;98.017;0;660.306;;;
1981;Puerto de Santa María;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1981;San Esteban de Pravia;Desembarque;Incluido tránsito;0;0;31.270;0;31.270;31;0;0;31.301;;;
1981;San Esteban de Pravia;Embarque;Incluido tránsito;0;0;0;0;0;0;4.019;0;4.019;;;
1981;San Esteban de Pravia;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1981;Santa Cruz de Tenerife;Desembarque;Incluido tránsito;6.648.532;571.636;535.713;383.559;919.272;26.023;0;0;8.165.463;;;
1981;Santa Cruz de Tenerife;Embarque;Incluido tránsito;4.224.138;3.830;483.877;243.654;727.531;0;1.249.535;0;6.205.034;;;
1981;Santa Cruz de Tenerife;Transbordo;Incluido tránsito;0;0;3.067;0;3.067;0;0;0;3.067;;;
1981;Santander;Desembarque;Incluido tránsito;1.121.209;1.482.414;224.337;4.006;228.343;7.759;0;0;2.839.725;;;
1981;Santander;Embarque;Incluido tránsito;42.554;620.588;510.539;4.002;514.541;0;108.658;0;1.286.341;;;
1981;Santander;Transbordo;Incluido tránsito;0;0;3.883;0;3.883;0;0;0;3.883;;;
1981;Sevilla;Desembarque;Incluido tránsito;826.597;832.221;525.485;23.083;548.568;4.133;0;19.488;2.231.007;;;
1981;Sevilla;Embarque;Incluido tránsito;45.711;668.233;340.527;133.834;474.361;0;35.708;0;1.224.013;;;
1981;Sevilla;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1981;Tarragona;Desembarque;Incluido tránsito;8.973.170;5.198.000;112.070;21.024;133.094;9.992;0;4.220;14.318.476;;;
1981;Tarragona;Embarque;Incluido tránsito;4.251.417;969.817;522.258;61.273;583.531;0;202.008;4.237;6.011.010;;;
1981;Tarragona;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1981;Valencia;Desembarque;Incluido tránsito;1.593.269;1.784.459;730.190;408.250;1.138.440;2.452;0;0;4.518.620;;;
1981;Valencia;Embarque;Incluido tránsito;83.408;1.469.301;1.206.935;973.750;2.180.685;0;190.311;0;3.923.705;;;
1981;Valencia;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1981;Vigo;Desembarque;Incluido tránsito;705.895;427.930;138.925;97.580;236.505;76.568;0;49.405;1.496.303;;;
1981;Vigo;Embarque;Incluido tránsito;500;0;221.363;131.095;352.458;0;320.034;90.771;763.763;;;
1981;Vigo;Transbordo;Incluido tránsito;12.067;0;0;0;0;0;0;0;12.067;;;
1981;Vilagarcía;Desembarque;Incluido tránsito;38.401;160.733;15.397;0;15.397;2.491;0;644.631;861.653;;;
1981;Vilagarcía;Embarque;Incluido tránsito;4.757;132.134;133.500;0;133.500;0;11.071;0;281.462;;;
1981;Vilagarcía;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;A Coruña;Desembarque;Incluido tránsito;3.353.513;1.346.175;109.335;336;109.671;85.884;0;0;4.895.243;;;
1982;A Coruña;Embarque;Incluido tránsito;1.851.407;63.493;183.644;451;184.095;0;393.749;0;2.492.744;;;
1982;A Coruña;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;Alicante;Desembarque;Incluido tránsito;837.435;292.958;221.175;93.480;314.655;10.618;0;0;1.455.666;;;
1982;Alicante;Embarque;Incluido tránsito;3.894;837.454;168.469;240.952;409.421;0;50.755;0;1.301.524;;;
1982;Alicante;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;Almería;Desembarque;Incluido tránsito;292.472;186.975;39.037;0;39.037;15.977;0;0;534.461;;;
1982;Almería;Embarque;Incluido tránsito;0;3.828.772;189.819;0;189.819;0;54.952;0;4.073.543;;;
1982;Almería;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;Avilés;Desembarque;Incluido tránsito;322.120;2.136.328;82.631;0;82.631;13.635;0;0;2.554.714;;;
1982;Avilés;Embarque;Incluido tránsito;52.959;564.763;1.221.121;0;1.221.121;0;68.031;0;1.906.874;;;
1982;Avilés;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;Bahía de Algeciras;Desembarque;Incluido tránsito;7.453.922;135.633;511.920;1.156.939;1.668.859;34.623;0;158.908;9.451.945;;;
1982;Bahía de Algeciras;Embarque;Incluido tránsito;6.986.557;6.876;749.642;1.326.154;2.075.796;0;379.280;317.871;9.766.380;;;
1982;Bahía de Algeciras;Transbordo;Incluido tránsito;0;1.200;15.535;0;15.535;0;0;0;16.735;;;
1982;Bahía de Cádiz;Desembarque;Incluido tránsito;562.045;334.257;203.003;148.605;351.608;27.946;0;0;1.275.856;;;
1982;Bahía de Cádiz;Embarque;Incluido tránsito;47.660;17.166;171.020;314.108;485.128;0;282.878;0;832.832;;;
1982;Bahía de Cádiz;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;Baleares;Desembarque;Incluido tránsito;759.304;204.633;676.252;522.471;1.198.723;2.010;0;0;2.164.670;;;
1982;Baleares;Embarque;Incluido tránsito;0;6.905;174.096;332.010;506.106;0;451.824;0;964.835;;;
1982;Baleares;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;Barcelona;Desembarque;Incluido tránsito;5.209.808;4.113.432;888.494;584.827;1.473.321;12.404;0;0;10.808.965;;;
1982;Barcelona;Embarque;Incluido tránsito;290.996;3.641.393;2.251.919;1.049.730;3.301.649;0;367.731;0;7.601.769;;;
1982;Barcelona;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;Bilbao;Desembarque;Incluido tránsito;8.058.199;4.571.066;1.316.078;449.867;1.765.945;241;0;980.340;15.375.791;;;
1982;Bilbao;Embarque;Incluido tránsito;3.446.766;1.179.126;1.590.084;733.088;2.323.172;0;613.055;1.065.194;8.627.313;;;
1982;Bilbao;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;C.A.G.P.;Desembarque;Incluido tránsito;1.203.411;3.038.640;1.490.859;517.099;2.007.958;336.842;0;198.239;6.785.090;;;
1982;C.A.G.P.;Embarque;Incluido tránsito;23.622;4.904.261;2.051.085;113.167;2.164.252;0;466.701;25.287;7.584.123;;;
1982;C.A.G.P.;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;Cartagena;Desembarque;Incluido tránsito;7.404.732;1.434.693;55.178;17.589;72.767;1.825;0;0;8.914.017;;;
1982;Cartagena;Embarque;Incluido tránsito;5.001.899;482.575;147.474;110.310;257.784;0;136.782;15.726;5.894.766;;;
1982;Cartagena;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;Castellón;Desembarque;Incluido tránsito;3.568.586;173.405;55.633;12.691;68.324;12.235;0;0;3.822.550;;;
1982;Castellón;Embarque;Incluido tránsito;1.801.345;6.704;864.627;86.363;950.990;0;54.449;0;2.813.488;;;
1982;Castellón;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;Ceuta;Desembarque;Incluido tránsito;2.561.059;22.349;297.086;784;297.870;1.573;0;0;2.882.851;;;
1982;Ceuta;Embarque;Incluido tránsito;57.865;512;188.808;54;188.862;0;923.074;0;1.170.313;;;
1982;Ceuta;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;Ferrol;Desembarque;Incluido tránsito;81.404;138.507;35.090;0;35.090;1.891;0;5.772;262.664;;;
1982;Ferrol;Embarque;Incluido tránsito;0;342.295;168.843;0;168.843;0;48.492;0;559.630;;;
1982;Ferrol;Transbordo;Incluido tránsito;0;5.247;0;0;0;0;0;0;5.247;;;
1982;Gijón;Desembarque;Incluido tránsito;1.325.451;8.524.365;78.995;588;79.583;3.451;0;675;9.933.525;;;
1982;Gijón;Embarque;Incluido tránsito;35.092;952.416;581.336;6.757;588.093;0;105.261;0;1.680.862;;;
1982;Gijón;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;Huelva;Desembarque;Incluido tránsito;3.152.507;1.947.449;24.414;3.001;27.415;14.908;0;1.238;5.143.517;;;
1982;Huelva;Embarque;Incluido tránsito;1.935.587;1.802.443;447.536;0;447.536;0;110.028;0;4.295.594;;;
1982;Huelva;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;Las Palmas;Desembarque;Incluido tránsito;1.617.942;356.119;605.108;619.938;1.225.046;41.792;0;0;3.240.899;;;
1982;Las Palmas;Embarque;Incluido tránsito;0;9.174;703.289;298.977;1.002.266;0;1.803.270;0;2.814.710;;;
1982;Las Palmas;Transbordo;Incluido tránsito;36.037;0;6.297;0;6.297;0;0;0;42.334;;;
1982;Marín y Ría de Pontevedra;Desembarque;Incluido tránsito;0;295.314;5.509;0;5.509;6.131;0;16.458;323.412;;;
1982;Marín y Ría de Pontevedra;Embarque;Incluido tránsito;0;18.166;144.986;0;144.986;0;63.969;0;227.121;;;
1982;Marín y Ría de Pontevedra;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;Melilla;Desembarque;Incluido tránsito;38.750;8.510;169.241;9.011;178.252;4.291;0;0;229.803;;;
1982;Melilla;Embarque;Incluido tránsito;0;18.125;74.497;1.606;76.103;0;47.287;0;141.515;;;
1982;Melilla;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;Málaga;Desembarque;Incluido tránsito;5.389.633;512.371;110.407;2.546;112.953;12.451;0;0;6.027.408;;;
1982;Málaga;Embarque;Incluido tránsito;6.758;176.091;538.371;2.754;541.125;0;118.480;0;842.454;;;
1982;Málaga;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;Pasaia;Desembarque;Incluido tránsito;1.164.604;639.539;1.936.408;12.497;1.948.905;22.551;0;0;3.775.599;;;
1982;Pasaia;Embarque;Incluido tránsito;13.311;611.964;846.388;14.454;860.842;0;132.539;54.852;1.673.508;;;
1982;Pasaia;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;Puerto de Santa María;Desembarque;Incluido tránsito;5.010;4.938;1.735;17.776;19.511;10.054;0;0;39.513;;;
1982;Puerto de Santa María;Embarque;Incluido tránsito;37.904;244.550;220.942;66.148;287.090;0;94.602;0;664.146;;;
1982;Puerto de Santa María;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;Santa Cruz de Tenerife;Desembarque;Incluido tránsito;5.900.441;574.275;495.422;410.999;906.421;24.534;0;0;7.405.671;;;
1982;Santa Cruz de Tenerife;Embarque;Incluido tránsito;3.867.785;2.911;455.077;255.494;710.571;0;1.189.152;0;5.770.419;;;
1982;Santa Cruz de Tenerife;Transbordo;Incluido tránsito;0;0;7.694;0;7.694;0;0;0;7.694;;;
1982;Santander;Desembarque;Incluido tránsito;966.548;1.654.683;215.128;4.547;219.675;6.674;0;0;2.847.580;;;
1982;Santander;Embarque;Incluido tránsito;54.804;282.780;324.766;16.064;340.830;0;103.465;0;781.879;;;
1982;Santander;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;Sevilla;Desembarque;Incluido tránsito;789.455;912.186;523.537;35.871;559.408;3.931;0;19.488;2.284.468;;;
1982;Sevilla;Embarque;Incluido tránsito;47.591;383.294;542.956;130.041;672.997;0;49.327;0;1.153.209;;;
1982;Sevilla;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;Tarragona;Desembarque;Incluido tránsito;8.188.539;4.517.180;92.816;14.988;107.804;9.927;0;11.961;12.835.411;;;
1982;Tarragona;Embarque;Incluido tránsito;4.358.788;1.154.733;365.040;72.281;437.321;0;141.727;13.866;6.106.435;;;
1982;Tarragona;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;Valencia;Desembarque;Incluido tránsito;1.509.097;2.050.271;696.538;468.519;1.165.057;2.872;0;0;4.727.297;;;
1982;Valencia;Embarque;Incluido tránsito;168.264;1.429.003;919.166;1.012.897;1.932.063;0;194.421;0;3.723.751;;;
1982;Valencia;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1982;Vigo;Desembarque;Incluido tránsito;692.103;599.637;209.304;121.319;330.623;74.153;0;37.676;1.734.192;;;
1982;Vigo;Embarque;Incluido tránsito;0;84.695;210.907;131.981;342.888;0;275.808;75.889;779.280;;;
1982;Vigo;Transbordo;Incluido tránsito;8.097;0;6.321;0;6.321;0;0;0;14.418;;;
1982;Vilagarcía;Desembarque;Incluido tránsito;38.986;143.743;9.174;0;9.174;1.735;0;578.087;771.725;;;
1982;Vilagarcía;Embarque;Incluido tránsito;5.634;90.145;116.000;0;116.000;0;8.917;0;220.696;;;
1982;Vilagarcía;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1983;A Coruña;Desembarque;Incluido tránsito;3.660.652;1.249.243;195.672;132;195.804;85.310;0;0;5.191.009;;;
1983;A Coruña;Embarque;Incluido tránsito;2.265.831;269.796;204.895;2;204.897;0;377.367;0;3.117.891;;;
1983;A Coruña;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1983;Alicante;Desembarque;Incluido tránsito;766.748;243.087;207.938;103.880;311.818;9.887;0;0;1.331.540;;;
1983;Alicante;Embarque;Incluido tránsito;9.007;973.911;154.836;233.407;388.243;0;46.469;0;1.417.630;;;
1983;Alicante;Transbordo;Incluido tránsito;0;3.825;0;0;0;0;0;0;3.825;;;
1983;Almería;Desembarque;Incluido tránsito;244.364;194.837;38.423;0;38.423;15.043;0;0;492.667;;;
1983;Almería;Embarque;Incluido tránsito;0;4.194.500;70.127;0;70.127;0;70.945;0;4.335.572;;;
1983;Almería;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1983;Avilés;Desembarque;Incluido tránsito;265.360;2.232.545;106.196;0;106.196;13.835;0;0;2.617.936;;;
1983;Avilés;Embarque;Incluido tránsito;74.414;734.323;1.367.526;0;1.367.526;0;62.909;0;2.239.172;;;
1983;Avilés;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1983;Bahía de Algeciras;Desembarque;Incluido tránsito;6.819.793;206.073;470.813;1.189.851;1.660.664;22.317;0;224.458;8.933.305;;;
1983;Bahía de Algeciras;Embarque;Incluido tránsito;6.124.151;6.856;689.741;1.362.188;2.051.929;0;375.641;420.165;8.978.742;;;
1983;Bahía de Algeciras;Transbordo;Incluido tránsito;0;5.200;0;0;0;0;0;0;5.200;;;
1983;Bahía de Cádiz;Desembarque;Incluido tránsito;1.506.293;191.485;143.420;256.361;399.781;42.733;0;0;2.140.292;;;
1983;Bahía de Cádiz;Embarque;Incluido tránsito;1.073.786;273.001;334.980;544.488;879.468;0;425.564;0;2.651.819;;;
1983;Bahía de Cádiz;Transbordo;Incluido tránsito;0;21.540;0;0;0;0;0;0;21.540;;;
1983;Baleares;Desembarque;Incluido tránsito;642.912;222.663;820.923;567.611;1.388.534;2.225;0;0;2.256.334;;;
1983;Baleares;Embarque;Incluido tránsito;0;11.741;175.525;357.036;532.561;0;379.092;0;923.394;;;
1983;Baleares;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1983;Barcelona;Desembarque;Incluido tránsito;5.531.095;4.233.914;850.993;666.351;1.517.344;10.634;0;0;11.292.987;;;
1983;Barcelona;Embarque;Incluido tránsito;258.801;4.328.457;2.476.669;1.151.150;3.627.819;0;418.271;0;8.633.348;;;
1983;Barcelona;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1983;Bilbao;Desembarque;Incluido tránsito;8.655.671;4.793.585;801.630;406.583;1.208.213;341;0;996.707;15.654.517;;;
1983;Bilbao;Embarque;Incluido tránsito;4.608.786;1.051.832;1.580.399;839.688;2.420.087;0;711.060;1.078.193;9.869.958;;;
1983;Bilbao;Transbordo;Incluido tránsito;223.092;0;103;0;103;0;0;0;223.195;;;
1983;C.A.G.P.;Desembarque;Incluido tránsito;1.275.032;3.217.140;1.308.512;698.188;2.006.700;163.216;0;11.577;6.673.665;;;
1983;C.A.G.P.;Embarque;Incluido tránsito;29.806;5.375.851;1.564.141;126.944;1.691.085;0;205.468;1.913;7.304.123;;;
1983;C.A.G.P.;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1983;Cartagena;Desembarque;Incluido tránsito;6.105.061;1.535.633;98.080;23.130;121.210;2.115;0;0;7.764.019;;;
1983;Cartagena;Embarque;Incluido tránsito;3.800.003;329.487;265.660;128.859;394.519;0;131.691;22.713;4.678.413;;;
1983;Cartagena;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1983;Castellón;Desembarque;Incluido tránsito;3.774.406;175.666;80.330;18.528;98.858;10.662;0;0;4.059.592;;;
1983;Castellón;Embarque;Incluido tránsito;1.790.034;30.293;936.286;79.272;1.015.558;0;59.167;0;2.895.052;;;
1983;Castellón;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1983;Ceuta;Desembarque;Incluido tránsito;3.652.370;25.475;311.430;602;312.032;1.440;0;0;3.991.317;;;
1983;Ceuta;Embarque;Incluido tránsito;19.282;506;219.161;92;219.253;0;1.150.414;0;1.389.455;;;
1983;Ceuta;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1983;Ferrol;Desembarque;Incluido tránsito;45.376;356.628;39.153;0;39.153;1.196;0;4.050;446.403;;;
1983;Ferrol;Embarque;Incluido tránsito;1.443;270.606;252.029;0;252.029;0;43.763;2.297;570.138;;;
1983;Ferrol;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1983;Gijón;Desembarque;Incluido tránsito;1.321.262;7.122.902;59.902;3.907;63.809;2.207;0;300;8.510.480;;;
1983;Gijón;Embarque;Incluido tránsito;40.953;1.119.843;509.066;17.632;526.698;0;102.969;146;1.790.609;;;
1983;Gijón;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1983;Huelva;Desembarque;Incluido tránsito;3.153.221;2.110.666;48.941;797;49.738;12.379;0;0;5.326.004;;;
1983;Huelva;Embarque;Incluido tránsito;1.823.209;1.878.626;528.577;60;528.637;0;107.684;0;4.338.156;;;
1983;Huelva;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1983;Las Palmas;Desembarque;Incluido tránsito;2.301.627;346.704;582.918;628.459;1.211.377;17.693;0;0;3.877.401;;;
1983;Las Palmas;Embarque;Incluido tránsito;9.677;44.835;611.155;344.162;955.317;0;1.675.258;0;2.685.087;;;
1983;Las Palmas;Transbordo;Incluido tránsito;0;94.151;18.214;0;18.214;0;0;0;112.365;;;
1983;Marín y Ría de Pontevedra;Desembarque;Incluido tránsito;3.185;224.148;6.611;168;6.779;4.807;0;12.160;251.079;;;
1983;Marín y Ría de Pontevedra;Embarque;Incluido tránsito;0;24.613;138.617;5.647;144.264;0;65.074;0;233.951;;;
1983;Marín y Ría de Pontevedra;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1983;Melilla;Desembarque;Incluido tránsito;28.480;10.428;156.647;10.080;166.727;2.824;0;0;208.459;;;
1983;Melilla;Embarque;Incluido tránsito;3.150;22.405;70.344;2.105;72.449;0;39.576;0;137.580;;;
1983;Melilla;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1983;Málaga;Desembarque;Incluido tránsito;5.825.740;253.254;142.235;7.649;149.884;18.230;0;0;6.247.108;;;
1983;Málaga;Embarque;Incluido tránsito;10.700;372.525;371.246;18.323;389.569;0;97.992;0;870.786;;;
1983;Málaga;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1983;Pasaia;Desembarque;Incluido tránsito;1.092.309;619.409;1.649.979;13.014;1.662.993;21.994;0;0;3.396.705;;;
1983;Pasaia;Embarque;Incluido tránsito;22.294;349.823;1.232.793;14.453;1.247.246;0;139.429;9.760;1.768.552;;;
1983;Pasaia;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1983;Santa Cruz de Tenerife;Desembarque;Incluido tránsito;6.538.485;599.450;435.493;593.938;1.029.431;7.090;0;0;8.174.456;;;
1983;Santa Cruz de Tenerife;Embarque;Incluido tránsito;4.873.466;33.410;392.543;367.215;759.758;0;1.487.657;0;7.154.291;;;
1983;Santa Cruz de Tenerife;Transbordo;Incluido tránsito;0;0;6.346;0;6.346;0;0;0;6.346;;;
1983;Santander;Desembarque;Incluido tránsito;1.006.993;1.433.291;214.411;13.152;227.563;7.262;0;0;2.675.109;;;
1983;Santander;Embarque;Incluido tránsito;57.594;309.716;501.086;22.010;523.096;0;106.956;0;997.362;;;
1983;Santander;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1983;Sevilla;Desembarque;Incluido tránsito;738.408;760.363;591.566;97.274;688.840;6.344;0;19.870;2.213.825;;;
1983;Sevilla;Embarque;Incluido tránsito;0;714.260;515.079;131.920;646.999;0;40.672;0;1.401.931;;;
1983;Sevilla;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1983;Tarragona;Desembarque;Incluido tránsito;12.168.639;3.949.051;88.719;24.881;113.600;10.416;0;8.772;16.250.478;;;
1983;Tarragona;Embarque;Incluido tránsito;6.416.847;1.936.429;485.056;111.232;596.288;0;144.108;8.794;9.102.466;;;
1983;Tarragona;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1983;Valencia;Desembarque;Incluido tránsito;1.398.113;1.907.074;692.335;426.959;1.119.294;3.252;0;0;4.427.733;;;
1983;Valencia;Embarque;Incluido tránsito;261.404;1.562.138;900.989;1.143.950;2.044.939;0;176.008;0;4.044.489;;;
1983;Valencia;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1983;Vigo;Desembarque;Incluido tránsito;697.979;513.383;180.883;139.082;319.965;73.374;0;31.552;1.636.253;;;
1983;Vigo;Embarque;Incluido tránsito;0;283;264.799;161.400;426.199;0;273.445;77.347;777.274;;;
1983;Vigo;Transbordo;Incluido tránsito;12.215;0;818;0;818;0;0;0;13.033;;;
1983;Vilagarcía;Desembarque;Incluido tránsito;33.310;140.924;6.679;0;6.679;1.180;0;495.690;677.783;;;
1983;Vilagarcía;Embarque;Incluido tránsito;1.994;48.139;132.299;0;132.299;0;10.610;0;193.042;;;
1983;Vilagarcía;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1984;A Coruña;Desembarque;Incluido tránsito;3.835.551;1.023.134;207.208;52;207.260;96.410;0;0;5.162.355;;;
1984;A Coruña;Embarque;Incluido tránsito;2.397.335;292.876;257.177;801;257.978;0;363.400;0;3.311.589;;;
1984;A Coruña;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1984;Alicante;Desembarque;Incluido tránsito;732.893;255.747;186.234;101.632;287.866;8.009;0;0;1.284.515;;;
1984;Alicante;Embarque;Incluido tránsito;5.461;810.399;158.415;235.593;394.008;0;34.064;0;1.243.932;;;
1984;Alicante;Transbordo;Incluido tránsito;0;10.577;0;0;0;0;0;0;10.577;;;
1984;Almería;Desembarque;Incluido tránsito;220.261;430.484;39.041;0;39.041;14.886;0;0;704.672;;;
1984;Almería;Embarque;Incluido tránsito;0;5.194.295;66.291;0;66.291;0;49.907;0;5.310.493;;;
1984;Almería;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1984;Avilés;Desembarque;Incluido tránsito;199.242;2.093.991;17.728;0;17.728;13.674;0;0;2.324.635;;;
1984;Avilés;Embarque;Incluido tránsito;39.254;508.601;1.468.106;0;1.468.106;0;58.272;0;2.074.233;;;
1984;Avilés;Transbordo;Incluido tránsito;0;0;0;0;0;0;0;0;0;;;
1984;Bahía de Algeciras;Desembarque;Incluido tránsito;7.535.252;273.516;695.263;1.436.802;2.132.065;19.396;0;688.805;10.649.034;;;
1984;Bahía de Algeciras;Embarque;Incluido tránsito;5.944.666;9.995;880.430;1.603.767;2.484.197;0;495.935;27.220;8.962.013;;;
1984;Bahía de Algeciras;Transbordo;Incluido tránsito;0;5.625;0;0;0;0;0;0;5.625;;;
1984;Bahía de Cádiz;Desembarque;Incluido tránsito;1.557.528;330.387;90.162;294.785;384.947;36.822;0;0;2.309.684;;;
1984;Bahía de Cádiz;Embarque;Incluido tránsito;54.669;447.220;286.714;545.619;832.333;0;395.538;0;1.729.760;;;
