iter	Recall	Logloss
887	0.915820029	0.2535565143
888	0.915820029	0.2534356527
889	0.915820029	0.2531472957
890	0.915820029	0.2529942214
891	0.9172714078	0.2528554053
892	0.9172714078	0.2527339168
893	0.9172714078	0.2525278464
894	0.9172714078	0.252392994
895	0.9172714078	0.2521918514
896	0.9172714078	0.2520015517
897	0.9172714078	0.2518129096
898	0.9172714078	0.2516437962
899	0.9187227866	0.2514323299
900	0.9172714078	0.2513637383
901	0.9187227866	0.2512099196
902	0.9172714078	0.251085764
903	0.9172714078	0.2508778746
904	0.9172714078	0.2506886268
905	0.9172714078	0.2504814788
906	0.9187227866	0.2503134225
907	0.9187227866	0.2502293986
908	0.9201741655	0.2500068282
909	0.9230769231	0.2498279757
910	0.9201741655	0.2497122473
911	0.9201741655	0.2495240557
912	0.9201741655	0.2492992585
913	0.9259796807	0.2490829204
914	0.9259796807	0.248761519
915	0.9259796807	0.248654506
916	0.9274310595	0.2483666584
917	0.9274310595	0.2482127813
918	0.9274310595	0.2480017541
919	0.9274310595	0.2478493401
920	0.9259796807	0.247748967
921	0.9259796807	0.2475138427
922	0.9259796807	0.2473360764
923	0.9259796807	0.2471792999
924	0.9259796807	0.246942255
925	0.9259796807	0.2467782347
926	0.9274310595	0.2464920086
927	0.9259796807	0.2463334109
928	0.9259796807	0.2462365311
929	0.9245283019	0.2460586296
930	0.9245283019	0.2459120532
931	0.9259796807	0.2457743353
932	0.9259796807	0.245626398
933	0.9259796807	0.2453943228
934	0.9259796807	0.245217405
935	0.9274310595	0.245043515
936	0.9259796807	0.2448363056
937	0.9259796807	0.2446245374
938	0.9259796807	0.2445778343
939	0.9259796807	0.2444191618
940	0.9259796807	0.2441939637
941	0.9259796807	0.2440991402
942	0.9274310595	0.2439276145
943	0.9274310595	0.2438363628
944	0.9274310595	0.2436503081
945	0.9274310595	0.2434793965
946	0.9274310595	0.2432844121
947	0.9274310595	0.2432293542
948	0.9288824383	0.2430148308
949	0.9288824383	0.2428167105
950	0.9288824383	0.2426423215
951	0.9288824383	0.242557632
952	0.9288824383	0.2424667466
953	0.9288824383	0.2422609726
954	0.9288824383	0.2420961911
955	0.9288824383	0.2419862872
956	0.9288824383	0.2418301936
957	0.9288824383	0.241615949
958	0.9288824383	0.2415084606
959	0.9288824383	0.2413305051
960	0.9288824383	0.2411954939
961	0.9288824383	0.240974261
962	0.9288824383	0.2408643877
963	0.9288824383	0.2407735192
964	0.9288824383	0.240531125
965	0.9288824383	0.2404344442
966	0.9288824383	0.2402757217
967	0.9288824383	0.2400732584
968	0.9288824383	0.2397871762
969	0.9288824383	0.2396363374
970	0.9303338171	0.2394713441
971	0.9303338171	0.2393547961
972	0.9303338171	0.2392649391
973	0.9303338171	0.2390850836
974	0.9303338171	0.2390026667
975	0.9303338171	0.2388606992
976	0.9303338171	0.2387528279
977	0.9303338171	0.2386759126
978	0.9303338171	0.2385026346
979	0.9303338171	0.2383067391
980	0.9317851959	0.2381173713
981	0.9317851959	0.2379840284
982	0.9317851959	0.237845735
983	0.9317851959	0.2376126796
984	0.9317851959	0.237445152
985	0.9317851959	0.2372969714
986	0.9332365747	0.2371584254
987	0.9332365747	0.2370253906
988	0.9332365747	0.236939318
989	0.9332365747	0.2367917357
990	0.9332365747	0.2366091004
991	0.9332365747	0.2365099612
992	0.9332365747	0.2363415534
993	0.9332365747	0.2362072307
994	0.9346879536	0.2361248273
995	0.9332365747	0.2359227748
996	0.9332365747	0.2357125329
997	0.9332365747	0.2356064659
998	0.9332365747	0.235461081
999	0.9332365747	0.2354057476
