iter	Recall	Logloss
373	0.7895500726	0.3732492947
374	0.7895500726	0.372921193
375	0.7895500726	0.3725992066
376	0.7895500726	0.3721504258
377	0.7895500726	0.3718842209
378	0.7895500726	0.3717072133
379	0.7895500726	0.3713225856
380	0.7910014514	0.371090307
381	0.7910014514	0.3707869122
382	0.7910014514	0.3706855192
383	0.7895500726	0.3705779478
384	0.793904209	0.370220075
385	0.793904209	0.3698150278
386	0.7924528302	0.3696373255
387	0.7924528302	0.3693294047
388	0.7924528302	0.3691507839
389	0.793904209	0.3686714612
390	0.793904209	0.3682189973
391	0.793904209	0.3680753353
392	0.793904209	0.367872122
393	0.793904209	0.3675339071
394	0.793904209	0.3674284565
395	0.793904209	0.3671192498
396	0.793904209	0.3668751138
397	0.793904209	0.366603997
398	0.7953555878	0.3663638707
399	0.793904209	0.3661465793
400	0.793904209	0.3659226615
401	0.7953555878	0.3653058561
402	0.7968069666	0.3650182371
403	0.7953555878	0.3645442274
404	0.793904209	0.3640265154
405	0.7953555878	0.3636607089
406	0.7953555878	0.3633292376
407	0.7953555878	0.3631361418
408	0.7953555878	0.3629694993
409	0.7953555878	0.3627858829
410	0.7953555878	0.3624311863
411	0.7953555878	0.3619219118
412	0.7953555878	0.3617454063
413	0.7982583454	0.361382765
414	0.7982583454	0.3610859592
415	0.7997097242	0.3608086286
416	0.7997097242	0.3605152504
417	0.7997097242	0.3601516347
418	0.8026124819	0.3598878141
419	0.8026124819	0.3595572097
420	0.801161103	0.3592186712
421	0.8026124819	0.3590165418
422	0.8040638607	0.3587520651
423	0.8040638607	0.3585800547
424	0.8055152395	0.3581818042
425	0.8084179971	0.3578338882
426	0.8084179971	0.357468199
427	0.8084179971	0.3569266005
428	0.8084179971	0.3566659659
429	0.8084179971	0.3563779832
430	0.8084179971	0.3561416384
431	0.8084179971	0.3558047291
432	0.8084179971	0.3555709693
433	0.8084179971	0.355272058
434	0.8084179971	0.3550510119
435	0.8084179971	0.354664475
436	0.8084179971	0.354498667
437	0.8084179971	0.3539860061
438	0.8084179971	0.3536550901
439	0.8084179971	0.3534477748
440	0.8084179971	0.3531504132
441	0.8084179971	0.3528069205
442	0.8084179971	0.3523884403
443	0.8084179971	0.3520789962
444	0.8084179971	0.351707576
445	0.8084179971	0.3514104909
446	0.8098693759	0.3509678259
447	0.8098693759	0.3507129983
448	0.8098693759	0.3504212797
449	0.8098693759	0.3497725374
450	0.8098693759	0.3494009349
451	0.8098693759	0.3491265184
452	0.8098693759	0.3488472775
453	0.8098693759	0.3486207273
454	0.8098693759	0.3481997841
455	0.8098693759	0.3478484668
456	0.8098693759	0.3475162515
457	0.8127721335	0.3472105112
458	0.8113207547	0.3468959668
459	0.8127721335	0.3465608861
460	0.8127721335	0.3463540244
461	0.8127721335	0.3462037897
462	0.8127721335	0.3459689366
463	0.8142235123	0.3457209701
464	0.8142235123	0.3452820046
465	0.8142235123	0.3449969047
466	0.8142235123	0.3447724673
467	0.8142235123	0.3444640519
468	0.8142235123	0.3440961811
469	0.8142235123	0.3438350522
470	0.8142235123	0.3433136894
471	0.8142235123	0.3431097756
472	0.8142235123	0.3428169315
473	0.8142235123	0.3426018215
474	0.8142235123	0.3424168751
475	0.8142235123	0.3420779325
476	0.8142235123	0.3418591182
477	0.8142235123	0.3414000821
478	0.8156748911	0.3411731654
479	0.8156748911	0.3407970915
480	0.8156748911	0.3405607187
481	0.8156748911	0.3403529704
482	0.8156748911	0.3399303684
483	0.81712627	0.3395360387
484	0.81712627	0.3392712323
485	0.8185776488	0.3391031421
486	0.8185776488	0.338803329
487	0.8185776488	0.3384485112
488	0.8185776488	0.3381225356
489	0.8200290276	0.3377238351
490	0.8200290276	0.3374166652
491	0.8214804064	0.3371981519
492	0.8214804064	0.3368866575
493	0.8214804064	0.3365628614
494	0.8214804064	0.3363562427
495	0.8214804064	0.3361911283
496	0.8214804064	0.3359938188
497	0.8214804064	0.3355898642
498	0.8229317852	0.3352041856
499	0.8229317852	0.3349437582
500	0.824383164	0.3346264068
501	0.824383164	0.334376572
502	0.824383164	0.3340797408
503	0.824383164	0.3338001924
504	0.824383164	0.3334588482
505	0.824383164	0.3331346352
506	0.824383164	0.3328733081
507	0.824383164	0.3325814928
508	0.824383164	0.3323428557
509	0.824383164	0.3320166052
510	0.824383164	0.3318130104
511	0.824383164	0.3314750179
512	0.824383164	0.331165312
513	0.824383164	0.3309088085
514	0.824383164	0.3306719128
515	0.824383164	0.3303129428
516	0.824383164	0.3300886796
517	0.824383164	0.3297399187
518	0.8258345428	0.3294438018
519	0.8258345428	0.329241041
520	0.8258345428	0.3288946347
521	0.8258345428	0.328625132
522	0.8258345428	0.3283729747
523	0.8258345428	0.3282082723
524	0.8258345428	0.3279167107
525	0.8258345428	0.32768841
526	0.8272859216	0.3273227305
527	0.8287373004	0.3270652195
528	0.8287373004	0.3269356908
529	0.8287373004	0.3267639086
530	0.8287373004	0.3265100824
531	0.8287373004	0.3262394458
532	0.8287373004	0.3259178903
533	0.8287373004	0.3255748895
534	0.8287373004	0.3252708231
535	0.8287373004	0.3250395082
536	0.8287373004	0.3247162036
537	0.8272859216	0.3243477486
538	0.8287373004	0.324084485
539	0.8301886792	0.323771231
540	0.8301886792	0.3234693242
541	0.8316400581	0.3232039537
542	0.8316400581	0.322894036
543	0.8301886792	0.3227007498
544	0.8301886792	0.3224434613
545	0.8301886792	0.3222015874
546	0.8301886792	0.3219082235
547	0.8301886792	0.3215417845
548	0.8301886792	0.3213354104
549	0.8316400581	0.3209671072
550	0.8316400581	0.3206809163
551	0.8345428157	0.3203424295
552	0.8359941945	0.3200806165
553	0.8345428157	0.3198242591
554	0.8374455733	0.3194905812
555	0.8374455733	0.3193537501
556	0.8374455733	0.31921775
557	0.8388969521	0.3190975561
558	0.8403483309	0.3189699557
559	0.8403483309	0.3187190929
560	0.8417997097	0.3185636553
561	0.8417997097	0.3183382715
562	0.8432510885	0.3180806222
563	0.8432510885	0.3178949174
564	0.8432510885	0.3178487184
565	0.8447024673	0.3175682433
566	0.8417997097	0.3173260644
567	0.8432510885	0.3171423763
568	0.8432510885	0.3169826574
569	0.8417997097	0.3167852866
570	0.8461538462	0.3165782412
571	0.8447024673	0.3162253936
572	0.8461538462	0.3160162554
573	0.8461538462	0.3158062393
574	0.8447024673	0.3155933903
575	0.8447024673	0.3152643607
576	0.8432510885	0.3150432728
577	0.8432510885	0.3147537326
578	0.8447024673	0.3145285006
579	0.8432510885	0.3142973663
580	0.847605225	0.3139173423
581	0.847605225	0.3136661198
582	0.8490566038	0.3133843728
583	0.847605225	0.3129633953
584	0.8490566038	0.3127519395
585	0.8490566038	0.3125542559
586	0.847605225	0.3123227382
587	0.8490566038	0.3122001656
588	0.8490566038	0.3120006094
589	0.8505079826	0.311759769
590	0.8490566038	0.3115235952
591	0.8490566038	0.3113093759
592	0.8505079826	0.310928897
593	0.8505079826	0.3107589366
594	0.8490566038	0.3105239486
595	0.8505079826	0.3102961862
596	0.8505079826	0.3102009092
597	0.8505079826	0.3099357586
598	0.8519593614	0.3096376623
599	0.8534107402	0.3094788219
600	0.854862119	0.3092967084
601	0.854862119	0.309117043
602	0.8534107402	0.308878833
603	0.854862119	0.3085781616
604	0.8534107402	0.3082113129
605	0.8534107402	0.30795878
606	0.8534107402	0.3078640207
607	0.854862119	0.3075617663
608	0.854862119	0.3073173291
609	0.8563134978	0.3070672743
610	0.8563134978	0.3067887144
611	0.8563134978	0.3066742809
612	0.8563134978	0.3063878127
613	0.8563134978	0.30630269
614	0.8577648766	0.3060176558
615	0.8577648766	0.305885467
616	0.8577648766	0.3056857838
617	0.8577648766	0.3054184197
618	0.8577648766	0.3050735839
619	0.8577648766	0.304801507
620	0.8577648766	0.3046085472
621	0.8577648766	0.3044420001
622	0.8577648766	0.304279514
623	0.8577648766	0.3040328698
624	0.8577648766	0.3038453806
625	0.8577648766	0.3036501239
626	0.8592162554	0.3032867921
627	0.8606676343	0.3030576368
628	0.8635703919	0.3028979946
629	0.8621190131	0.3026071073
630	0.8621190131	0.3023803493
631	0.8606676343	0.3021896365
632	0.8635703919	0.3019756092
633	0.8650217707	0.3017637069
634	0.8650217707	0.3015674378
635	0.8664731495	0.3013068782
636	0.8650217707	0.301093734
637	0.8664731495	0.3008324406
638	0.8664731495	0.3005941418
639	0.8664731495	0.3004120259
640	0.8679245283	0.3001541349
641	0.8693759071	0.2999548862
642	0.8679245283	0.299601196
643	0.8679245283	0.2994250642
644	0.8679245283	0.2992449811
645	0.8708272859	0.2989359793
646	0.8708272859	0.2986403031
647	0.8708272859	0.2984311553
648	0.8708272859	0.2982175016
649	0.8708272859	0.2980027571
650	0.8751814224	0.2977093414
651	0.8751814224	0.2975497945
652	0.8751814224	0.2973508711
653	0.8737300435	0.2971314702
654	0.8737300435	0.2969741466
655	0.8751814224	0.2967636934
656	0.8722786647	0.2965981417
657	0.8737300435	0.2963912383
658	0.8737300435	0.296214145
659	0.8737300435	0.2959801537
660	0.8737300435	0.2957909061
661	0.8737300435	0.2955592902
662	0.8766328012	0.2953457551
663	0.8766328012	0.2951805738
664	0.8751814224	0.2949823183
665	0.8751814224	0.2947979035
666	0.8766328012	0.2945760696
667	0.8766328012	0.2943711811
668	0.8766328012	0.2940927733
669	0.87808418	0.2938347219
670	0.87808418	0.2935842814
671	0.87808418	0.2934081846
672	0.8795355588	0.2932467088
673	0.8795355588	0.29299776
674	0.87808418	0.2926424502
675	0.87808418	0.2924862019
676	0.87808418	0.2922385083
677	0.87808418	0.292019383
678	0.87808418	0.2916677906
679	0.87808418	0.2916341014
680	0.8809869376	0.2914222405
681	0.8809869376	0.2913006644
682	0.8809869376	0.2909929169
683	0.8824383164	0.2908382326
684	0.8824383164	0.2906913011
685	0.8824383164	0.2905358715
686	0.8824383164	0.2902575414
687	0.8824383164	0.2900953275
688	0.8824383164	0.2899609326
689	0.8824383164	0.2898099606
690	0.8824383164	0.2895518967
691	0.8838896952	0.2892698324
692	0.8838896952	0.2891065699
693	0.8838896952	0.2888650067
694	0.8838896952	0.2887132012
695	0.885341074	0.2885041093
696	0.8838896952	0.2882388554
697	0.8867924528	0.2879823806
698	0.885341074	0.2879507868
699	0.8838896952	0.2877692588
700	0.885341074	0.2875401722
701	0.8867924528	0.287361612
702	0.8867924528	0.2871530889
703	0.8867924528	0.2868975053
704	0.8867924528	0.2868617046
705	0.8867924528	0.2867420147
706	0.8867924528	0.2865194829
707	0.885341074	0.2863982519
708	0.8867924528	0.2862138306
709	0.885341074	0.2860443624
710	0.8867924528	0.2858158797
711	0.8867924528	0.2855228721
712	0.8867924528	0.2851668816
713	0.8867924528	0.2849218385
714	0.8867924528	0.2847153202
715	0.8867924528	0.28444042
716	0.8867924528	0.2843333452
717	0.8867924528	0.2841122948
718	0.8867924528	0.2838997875
719	0.8867924528	0.2836504289
720	0.8882438316	0.2832849461
721	0.8882438316	0.2831757554
722	0.8882438316	0.2828834488
723	0.8882438316	0.2827482036
724	0.8882438316	0.2824598572
725	0.8896952104	0.2822235909
726	0.8896952104	0.2820148962
727	0.8896952104	0.2818051503
728	0.8896952104	0.2816486819
729	0.8896952104	0.2814669946
730	0.8896952104	0.2813110703
731	0.8896952104	0.2811543368
732	0.8896952104	0.2809168618
733	0.8896952104	0.280794721
734	0.8896952104	0.2804820705
735	0.8911465893	0.2802890514
736	0.8911465893	0.280000802
737	0.8896952104	0.2797214073
738	0.8911465893	0.2794417102
739	0.8911465893	0.279245295
740	0.8911465893	0.2789583751
741	0.8911465893	0.2788012722
742	0.8911465893	0.2786216896
743	0.8911465893	0.2785034899
744	0.8896952104	0.2781623702
745	0.8882438316	0.2779838252
746	0.8882438316	0.2777071346
747	0.8882438316	0.2775668502
748	0.8882438316	0.2772956905
749	0.8882438316	0.2770959192
750	0.8882438316	0.2767169625
751	0.8882438316	0.276531947
752	0.8882438316	0.2763317153
753	0.8882438316	0.276113118
754	0.8896952104	0.2759280943
755	0.8896952104	0.2756136078
756	0.8911465893	0.2753748191
757	0.8911465893	0.2751097209
758	0.8911465893	0.2748954569
759	0.8911465893	0.2747094471
760	0.8911465893	0.2744648214
761	0.8911465893	0.2742131718
762	0.8911465893	0.2739544435
763	0.8911465893	0.2738217818
764	0.8911465893	0.2736325063
765	0.8955007257	0.2734054739
766	0.8955007257	0.2731241221
767	0.8955007257	0.2728771537
768	0.8969521045	0.272711259
769	0.8969521045	0.2725223656
770	0.8969521045	0.2723268718
771	0.8969521045	0.2722176915
772	0.8969521045	0.2720335657
773	0.8969521045	0.2717969369
774	0.8969521045	0.2716828918
775	0.8969521045	0.2714296776
776	0.8969521045	0.271322127
777	0.8969521045	0.2711968707
778	0.8969521045	0.2709737578
779	0.8969521045	0.2708446936
780	0.8969521045	0.2706107524
781	0.8969521045	0.2705038419
782	0.8969521045	0.2703157544
783	0.8969521045	0.270096431
784	0.8969521045	0.2699365948
785	0.8969521045	0.2696462597
786	0.8969521045	0.2695284868
787	0.8969521045	0.2692489801
788	0.8984034833	0.2690644286
789	0.8984034833	0.2688162795
790	0.8984034833	0.2686804347
791	0.8984034833	0.2684804652
792	0.8998548621	0.2682500763
793	0.8998548621	0.2680441582
794	0.8998548621	0.2679150878
795	0.8998548621	0.2677162535
796	0.8984034833	0.2675160922
797	0.8984034833	0.2673671796
798	0.8984034833	0.2671563152
799	0.8984034833	0.2670160956
800	0.8984034833	0.2668545356
801	0.8984034833	0.2667078663
802	0.8998548621	0.2664980974
803	0.9013062409	0.2663379237
804	0.9013062409	0.2661220883
805	0.9013062409	0.2659605095
806	0.9013062409	0.2658177085
807	0.9013062409	0.2656281051
808	0.9013062409	0.2655664758
809	0.9013062409	0.2654625774
810	0.9013062409	0.2652983867
811	0.9042089985	0.2652614292
812	0.9027576197	0.2650904919
813	0.9027576197	0.2649302067
814	0.9027576197	0.2647238417
815	0.9042089985	0.2646226176
816	0.9042089985	0.2644377272
817	0.9042089985	0.2642913198
818	0.9056603774	0.264109339
819	0.9056603774	0.2639563033
820	0.9056603774	0.2638095266
821	0.9056603774	0.2636276803
822	0.9071117562	0.2634352873
823	0.9071117562	0.2632660555
824	0.9071117562	0.2631794016
825	0.9071117562	0.2631298577
826	0.9071117562	0.2629767966
827	0.9071117562	0.2627674827
828	0.9056603774	0.2626312637
829	0.9056603774	0.262457532
830	0.9056603774	0.262274251
831	0.9056603774	0.2621474736
832	0.9056603774	0.2620327534
833	0.9056603774	0.261672905
834	0.9056603774	0.2615599547
835	0.9056603774	0.2615025417
836	0.9056603774	0.2613886892
837	0.9056603774	0.2612392795
838	0.9056603774	0.2610493459
839	0.9056603774	0.2609880034
840	0.9071117562	0.2607020532
841	0.9071117562	0.2606118623
842	0.9071117562	0.2605868333
843	0.9071117562	0.2604842603
844	0.9071117562	0.2603170303
845	0.9071117562	0.2602779237
846	0.9071117562	0.2602766749
847	0.9071117562	0.2601577379
848	0.9071117562	0.2599849518
849	0.9071117562	0.259711629
850	0.9071117562	0.2595480095
851	0.908563135	0.2593652461
852	0.908563135	0.2591537092
853	0.9100145138	0.2589683363
854	0.9100145138	0.2589494396
855	0.9114658926	0.2587196762
856	0.9114658926	0.2585466332
857	0.9114658926	0.2582974895
858	0.9114658926	0.2582168471
859	0.9114658926	0.258003107
860	0.9114658926	0.2578286641
861	0.9114658926	0.2578274547
862	0.9114658926	0.2576343191
863	0.9114658926	0.2574089115
864	0.9114658926	0.2571836239
865	0.9114658926	0.2570556582
866	0.9129172714	0.2569459838
867	0.9129172714	0.2568190118
868	0.9129172714	0.2567841579
869	0.9129172714	0.2566533297
870	0.9129172714	0.25665219
871	0.9129172714	0.2563107986
872	0.9143686502	0.2560596563
873	0.9129172714	0.2558463792
874	0.9129172714	0.2555849854
875	0.9129172714	0.2554032961
876	0.9129172714	0.2552830338
877	0.9129172714	0.2550991519
878	0.9143686502	0.2549322235
879	0.9129172714	0.2547995628
880	0.9143686502	0.254653011
881	0.9143686502	0.2545242041
882	0.9143686502	0.2543728775
883	0.9143686502	0.2542547381
884	0.915820029	0.2540828794
885	0.915820029	0.2538418456
886	0.915820029	0.2536386098
