iter	Passed	Remaining
247	868	2634
248	872	2632
249	876	2630
250	880	2626
251	883	2621
252	886	2617
253	890	2614
254	893	2611
255	897	2607
256	900	2604
257	904	2601
258	908	2599
259	911	2595
260	915	2592
261	919	2590
262	923	2587
263	927	2584
264	931	2582
265	934	2578
266	937	2573
267	940	2568
268	943	2563
269	947	2561
270	951	2558
271	955	2556
272	958	2551
273	961	2547
274	964	2542
275	967	2539
276	970	2533
277	973	2528
278	976	2523
279	979	2519
280	983	2517
281	987	2514
282	990	2509
283	993	2505
284	997	2503
285	1000	2498
286	1003	2493
287	1006	2487
288	1009	2482
289	1013	2480
290	1017	2477
291	1020	2474
292	1023	2469
293	1026	2465
294	1030	2462
295	1033	2458
296	1036	2453
297	1039	2449
298	1044	2448
299	1048	2445
300	1052	2443
301	1056	2440
302	1059	2438
303	1063	2435
304	1067	2431
305	1070	2427
306	1073	2422
307	1076	2418
308	1079	2414
309	1083	2411
310	1087	2408
311	1090	2404
312	1093	2401
313	1097	2397
314	1101	2394
315	1105	2391
316	1108	2387
317	1111	2383
318	1114	2379
319	1119	2378
320	1122	2375
321	1126	2371
322	1129	2367
323	1133	2364
324	1136	2360
325	1139	2355
326	1142	2351
327	1145	2347
328	1149	2344
329	1153	2341
330	1157	2338
331	1160	2334
332	1163	2331
333	1167	2328
334	1172	2326
335	1176	2324
336	1180	2322
337	1185	2321
338	1188	2318
339	1192	2315
340	1196	2311
341	1200	2308
342	1203	2304
343	1205	2299
344	1208	2294
345	1212	2291
346	1216	2288
347	1219	2285
348	1223	2282
349	1226	2277
350	1229	2273
351	1233	2270
352	1236	2265
353	1239	2262
354	1243	2259
355	1247	2256
356	1251	2254
357	1255	2250
358	1258	2247
359	1262	2244
360	1265	2240
361	1269	2237
362	1273	2234
363	1276	2230
364	1280	2226
365	1283	2223
366	1287	2220
367	1291	2218
368	1294	2214
369	1298	2210
370	1302	2207
371	1305	2203
372	1308	2200
373	1312	2197
374	1316	2193
375	1319	2189
376	1322	2185
377	1325	2181
378	1329	2179
379	1334	2176
380	1338	2174
381	1342	2171
382	1345	2167
383	1348	2162
384	1350	2157
385	1353	2153
386	1356	2148
387	1360	2145
388	1363	2140
389	1366	2136
390	1370	2133
391	1374	2131
392	1378	2128
393	1381	2125
394	1386	2122
395	1389	2120
396	1394	2117
397	1398	2114
398	1401	2110
399	1405	2107
400	1408	2103
401	1411	2100
402	1414	2096
403	1417	2091
404	1420	2087
405	1423	2082
406	1426	2078
407	1429	2074
408	1432	2069
409	1435	2065
410	1438	2061
411	1442	2058
412	1445	2055
413	1449	2052
414	1453	2048
415	1457	2045
416	1460	2042
417	1465	2040
418	1469	2037
419	1473	2034
420	1477	2031
421	1480	2028
422	1483	2023
423	1487	2020
424	1490	2016
425	1493	2011
426	1496	2008
427	1500	2005
428	1504	2002
429	1508	1999
430	1512	1996
431	1515	1992
432	1518	1988
433	1521	1984
434	1525	1981
435	1529	1978
436	1533	1975
437	1536	1971
438	1541	1969
439	1545	1966
440	1548	1963
441	1552	1959
442	1555	1955
443	1558	1951
444	1561	1946
445	1563	1942
446	1567	1939
447	1571	1935
448	1574	1931
449	1577	1928
450	1581	1925
451	1585	1921
452	1588	1918
453	1591	1914
454	1595	1911
455	1598	1907
456	1602	1904
457	1606	1900
458	1609	1897
459	1613	1893
460	1616	1890
461	1620	1887
462	1625	1884
463	1628	1881
464	1632	1877
465	1635	1874
466	1639	1870
467	1642	1866
468	1644	1861
469	1647	1858
470	1651	1854
471	1655	1851
472	1658	1848
473	1662	1844
474	1666	1841
475	1669	1837
476	1672	1833
477	1675	1829
478	1678	1826
479	1682	1822
480	1685	1819
481	1689	1815
482	1693	1812
483	1696	1809
484	1700	1805
485	1703	1801
486	1706	1797
487	1710	1794
488	1713	1791
489	1717	1787
490	1721	1784
491	1724	1780
492	1728	1777
493	1731	1773
494	1735	1771
495	1739	1767
496	1743	1764
497	1747	1761
498	1750	1757
499	1753	1753
500	1758	1751
501	1762	1747
502	1765	1743
503	1769	1741
504	1773	1738
505	1777	1734
506	1780	1731
507	1784	1727
508	1788	1725
509	1792	1721
510	1796	1719
511	1800	1716
512	1804	1712
513	1807	1709
514	1811	1706
515	1814	1702
516	1818	1699
517	1822	1696
518	1827	1693
519	1831	1690
520	1835	1687
521	1837	1683
522	1840	1678
523	1844	1675
524	1847	1671
525	1851	1668
526	1855	1665
527	1858	1661
528	1863	1658
529	1867	1656
530	1871	1652
531	1874	1649
532	1878	1645
533	1881	1641
534	1884	1637
535	1886	1633
536	1890	1629
537	1894	1626
538	1898	1623
539	1901	1619
540	1904	1616
541	1907	1612
542	1910	1608
543	1914	1604
544	1917	1601
545	1921	1597
546	1924	1593
547	1927	1589
548	1931	1586
549	1934	1582
550	1937	1578
551	1941	1575
552	1945	1572
553	1949	1569
554	1952	1565
555	1956	1562
556	1959	1558
557	1962	1554
558	1966	1551
559	1969	1547
560	1973	1544
561	1976	1540
562	1980	1537
563	1984	1533
564	1987	1530
565	1991	1526
566	1994	1522
567	1998	1519
568	2002	1516
569	2005	1513
570	2009	1509
571	2012	1506
572	2016	1502
573	2019	1499
574	2022	1495
575	2026	1491
576	2030	1488
577	2034	1485
578	2037	1481
579	2042	1478
580	2045	1475
581	2048	1471
582	2052	1467
583	2055	1464
584	2059	1461
585	2063	1457
586	2066	1454
587	2070	1450
588	2074	1447
589	2077	1443
590	2081	1440
591	2084	1436
592	2088	1433
593	2093	1430
594	2096	1427
595	2100	1423
596	2104	1420
597	2108	1417
598	2112	1413
599	2115	1410
600	2119	1406
601	2122	1402
602	2125	1399
603	2129	1395
604	2132	1392
605	2136	1388
606	2139	1385
607	2143	1382
608	2147	1378
609	2151	1375
610	2155	1372
611	2159	1369
612	2163	1365
613	2166	1361
614	2169	1358
615	2172	1354
616	2175	1350
617	2178	1346
618	2182	1343
619	2186	1339
620	2189	1336
621	2193	1332
622	2196	1328
623	2200	1325
624	2203	1321
625	2206	1318
626	2210	1314
627	2213	1311
628	2216	1307
629	2219	1303
630	2223	1299
631	2226	1296
632	2229	1292
633	2232	1288
634	2236	1285
635	2240	1282
636	2243	1278
637	2246	1274
638	2248	1270
639	2251	1266
640	2255	1263
641	2258	1259
642	2262	1255
643	2266	1252
644	2269	1249
645	2272	1245
646	2276	1242
647	2280	1238
648	2283	1235
649	2287	1231
650	2291	1228
651	2295	1224
652	2298	1221
653	2302	1217
654	2306	1214
655	2309	1211
656	2313	1208
657	2317	1204
658	2320	1200
659	2324	1197
660	2328	1194
661	2332	1190
662	2336	1187
663	2339	1183
664	2343	1180
665	2346	1176
666	2349	1173
667	2353	1169
668	2356	1165
669	2359	1162
670	2363	1158
671	2366	1155
672	2373	1153
673	2377	1150
674	2382	1147
675	2387	1144
676	2391	1140
677	2395	1137
678	2399	1134
679	2404	1131
680	2409	1128
681	2412	1124
682	2416	1121
683	2419	1117
684	2423	1114
685	2427	1111
686	2432	1108
687	2438	1105
688	2442	1102
689	2445	1098
690	2450	1095
691	2454	1092
692	2457	1088
693	2462	1085
694	2467	1082
695	2470	1079
696	2474	1075
697	2478	1072
698	2482	1069
699	2487	1065
700	2491	1062
701	2495	1059
702	2498	1055
703	2502	1052
704	2506	1048
705	2509	1045
706	2513	1041
707	2517	1038
708	2520	1034
709	2524	1031
710	2527	1027
711	2531	1023
712	2534	1020
713	2537	1016
714	2540	1012
715	2543	1008
716	2547	1005
717	2551	1002
718	2555	998
719	2558	995
720	2562	991
721	2565	987
722	2568	983
723	2571	980
724	2574	976
725	2578	973
726	2581	969
727	2584	965
728	2587	961
729	2591	958
730	2594	954
731	2598	951
732	2601	947
733	2604	943
734	2608	940
735	2612	937
736	2615	933
737	2619	929
738	2623	926
739	2626	922
740	2629	919
741	2633	915
742	2636	912
743	2640	908
744	2644	905
745	2648	901
746	2651	898
747	2656	894
748	2660	891
749	2662	887
750	2666	884
751	2670	880
752	2674	877
753	2677	873
754	2681	870
755	2685	866
756	2689	863
757	2692	859
758	2695	855
759	2699	852
760	2703	848
761	2707	845
762	2710	842
763	2713	838
764	2717	834
765	2720	830
766	2723	827
767	2726	823
768	2730	820
769	2734	816
770	2737	813
771	2741	809
772	2744	806
773	2748	802
774	2751	798
775	2755	795
776	2757	791
777	2760	787
778	2763	783
779	2766	780
780	2770	776
781	2774	773
782	2778	770
783	2782	766
784	2787	763
785	2790	759
786	2794	756
787	2797	752
788	2801	749
789	2805	745
790	2809	742
791	2811	738
792	2815	734
793	2818	731
794	2822	727
795	2826	724
796	2829	720
797	2832	717
798	2836	713
799	2840	710
800	2844	706
801	2848	703
802	2852	699
803	2856	696
804	2860	692
805	2863	689
806	2866	685
807	2869	681
808	2873	678
809	2877	674
810	2880	671
811	2883	667
812	2886	664
813	2890	660
814	2893	656
815	2897	653
816	2901	649
817	2904	646
818	2907	642
819	2910	638
820	2913	635
821	2918	631
822	2922	628
823	2926	625
824	2929	621
825	2932	617
826	2936	614
827	2940	610
828	2944	607
829	2948	603
830	2952	600
831	2956	596
832	2959	593
833	2961	589
834	2965	586
835	2969	582
836	2973	579
837	2976	575
838	2980	571
839	2985	568
840	2987	564
841	2991	561
842	2995	557
843	2999	554
844	3003	550
845	3007	547
846	3010	543
847	3013	540
848	3016	536
849	3019	532
850	3023	529
851	3025	525
852	3029	522
853	3034	518
854	3039	515
855	3043	512
856	3047	508
857	3052	505
858	3056	501
859	3059	498
860	3064	494
861	3068	491
862	3072	487
863	3076	484
864	3080	480
865	3084	477
866	3087	473
867	3091	470
868	3094	466
869	3097	462
870	3101	459
871	3105	455
872	3108	452
873	3112	448
874	3116	445
875	3120	441
876	3124	438
877	3127	434
878	3131	431
879	3134	427
880	3138	423
881	3142	420
882	3146	416
883	3150	413
884	3154	409
885	3158	406
886	3162	402
887	3165	399
888	3169	395
889	3172	392
890	3176	388
891	3179	384
892	3183	381
893	3187	377
894	3191	374
895	3194	370
896	3197	367
897	3200	363
898	3204	359
899	3208	356
900	3212	353
901	3216	349
902	3219	345
903	3222	342
904	3225	338
905	3229	335
906	3232	331
907	3235	327
908	3239	324
909	3243	320
910	3247	317
911	3250	313
912	3254	310
913	3258	306
914	3260	302
915	3264	299
916	3267	295
917	3271	292
918	3274	288
919	3278	285
920	3281	281
921	3284	277
922	3288	274
923	3291	270
924	3295	267
925	3299	263
926	3302	260
927	3307	256
928	3311	253
929	3314	249
930	3317	245
931	3321	242
932	3325	238
933	3327	235
934	3331	231
935	3334	228
936	3338	224
937	3341	220
938	3344	217
939	3348	213
940	3352	210
941	3355	206
942	3359	203
943	3363	199
944	3367	195
945	3370	192
946	3374	188
947	3377	185
948	3380	181
949	3384	178
950	3388	174
951	3392	171
952	3396	167
953	3400	163
954	3404	160
955	3407	156
956	3410	153
957	3412	149
958	3415	146
959	3419	142
960	3422	138
961	3426	135
962	3429	131
963	3433	128
964	3436	124
965	3440	121
966	3443	117
967	3448	113
968	3451	110
969	3455	106
970	3459	103
971	3463	99
972	3467	96
973	3469	92
974	3473	89
975	3477	85
976	3480	81
977	3483	78
978	3487	74
979	3491	71
980	3494	67
981	3498	64
982	3501	60
983	3504	56
984	3508	53
985	3511	49
986	3514	46
987	3518	42
988	3522	39
989	3525	35
990	3528	32
991	3532	28
992	3535	24
993	3538	21
994	3542	17
995	3545	14
996	3549	10
997	3552	7
998	3555	3
999	3559	0
