iter	Logloss
161	0.5454980401
162	0.5453262427
163	0.5451195599
164	0.5449639783
165	0.5448891239
166	0.5447173094
167	0.5444854267
168	0.5442426182
169	0.5439691937
170	0.5437571808
171	0.543571461
172	0.5434168732
173	0.5432698801
174	0.5430672661
175	0.5428658369
176	0.5427757204
177	0.5426893917
178	0.5425660525
179	0.5424764787
180	0.5420963722
181	0.5419887022
182	0.5418496211
183	0.5417194286
184	0.5416390244
185	0.5415103015
186	0.5412545624
187	0.5410268058
188	0.5409232944
189	0.5407921979
190	0.5407094449
191	0.5405941208
192	0.5403413497
193	0.5402547363
194	0.5400344483
195	0.5398047252
196	0.5396941617
197	0.5394017771
198	0.5392431664
199	0.539116777
200	0.5390209634
201	0.5388888235
202	0.5388067146
203	0.5386533231
204	0.5383854752
205	0.538262652
206	0.538003106
207	0.5379329243
208	0.5378547809
209	0.5377767999
210	0.5376792129
211	0.537632857
212	0.5373938649
213	0.5372664913
214	0.5371069939
215	0.5370352489
216	0.5369256983
217	0.5368388746
218	0.5366862285
219	0.53646823
220	0.5363624042
221	0.5361386762
222	0.5360166461
223	0.5360011718
224	0.5359848318
225	0.5358308747
226	0.5357331596
227	0.5356909756
228	0.5355811613
229	0.5354233533
230	0.5352767673
231	0.5351231866
232	0.5351187987
233	0.5349240814
234	0.5348264618
235	0.534687161
236	0.5346665095
237	0.5346027224
238	0.5344222333
239	0.5342940092
240	0.5340901511
241	0.5339964684
242	0.5337988749
243	0.5337126972
244	0.5335027655
245	0.5334450634
246	0.5332452892
247	0.533230287
248	0.5331500357
249	0.5329491302
250	0.5327188031
251	0.5326412044
252	0.5325860612
253	0.5325239329
254	0.5323908183
255	0.5322599665
256	0.5321895344
257	0.532013546
258	0.5318423908
259	0.5315999473
260	0.5314263726
261	0.5313835293
262	0.5312998685
263	0.531050868
264	0.5309201423
265	0.530734413
266	0.5304981481
267	0.5303248658
268	0.53010539
269	0.529974672
270	0.5299569885
271	0.5298274878
272	0.5296436237
273	0.529407741
274	0.5293118377
275	0.5291211796
276	0.5289459766
277	0.528869815
278	0.5288646741
279	0.5287539348
280	0.5286306242
281	0.5284795643
282	0.5282260116
283	0.5280078315
284	0.5277913734
285	0.5276735879
286	0.5276231728
287	0.5275370524
288	0.5274178545
289	0.5273095748
290	0.5271336533
291	0.527055313
292	0.5269789336
293	0.5269112516
294	0.5268691479
295	0.5268095251
296	0.5267983088
297	0.5266756097
298	0.5265574802
299	0.5264551651
300	0.5262626799
301	0.526160382
302	0.52599638
303	0.5257844245
304	0.5257404288
305	0.5256280001
306	0.5255189292
307	0.525426141
308	0.5253211637
309	0.5251862794
310	0.5250810383
311	0.5248950166
312	0.5248138479
313	0.5247250787
314	0.5246003291
315	0.5243942808
316	0.5243247718
317	0.5241541268
318	0.5240451916
319	0.5238729795
320	0.5238028093
321	0.523617378
322	0.5235557046
323	0.5234520727
324	0.5232860259
325	0.5230710317
326	0.5229362678
327	0.5228527064
328	0.5227726805
329	0.5226783883
330	0.5224939871
331	0.5222968293
332	0.5221196407
333	0.5220059984
334	0.5218218075
335	0.521641821
336	0.5215698123
337	0.5213688514
338	0.5212552607
339	0.5209050497
340	0.5207383798
341	0.5206042619
342	0.5204567605
343	0.5201728765
344	0.5200222217
345	0.5198974052
346	0.5197034504
347	0.519639776
348	0.5194541269
349	0.519201759
350	0.5190944826
351	0.5189359159
352	0.5187452845
353	0.5186951102
354	0.5185682679
355	0.5183867545
356	0.5182956155
357	0.5181732528
358	0.5178004754
359	0.5177139575
360	0.5176241545
361	0.5174316502
362	0.5172999384
363	0.5171991177
364	0.5170234924
365	0.5168605607
366	0.516770641
367	0.5166576256
368	0.5165073664
369	0.5163683408
370	0.5163336828
371	0.5162851234
372	0.5162267179
373	0.5161101115
374	0.515868272
375	0.5156835421
376	0.5155056674
377	0.515408044
378	0.5152618594
379	0.5150775232
380	0.5149347384
381	0.5148129988
382	0.5146581892
383	0.514552264
384	0.5143344643
385	0.5141252149
386	0.5140098851
387	0.5138147512
388	0.5136521482
389	0.5134911447
390	0.5133900145
391	0.5132600475
392	0.5130716961
393	0.5129069851
394	0.5127283154
395	0.5125704156
396	0.5123434388
397	0.5121408152
398	0.5119074227
399	0.5117443496
400	0.5115735249
401	0.5114523185
402	0.511324836
403	0.5110924831
404	0.5109309178
405	0.5107221042
406	0.5103922924
407	0.5101317373
408	0.5100169101
409	0.509894664
410	0.5097038033
411	0.5095040617
412	0.5093389207
413	0.5091622424
414	0.5090650414
415	0.5089776635
416	0.5088214054
417	0.5085983042
418	0.508470816
419	0.5083207957
420	0.5081325398
421	0.507914635
422	0.5077105055
423	0.5074325669
424	0.5072662621
425	0.5070909941
426	0.5069602092
427	0.5067686777
428	0.5065960777
429	0.5064125824
430	0.5062289514
431	0.5060174201
432	0.5058562333
433	0.5057042541
434	0.5056123927
435	0.5054448724
436	0.5052651631
437	0.5050498344
438	0.5048378674
439	0.5046673084
440	0.5044743417
441	0.5043379782
442	0.5041631556
443	0.504014259
444	0.5038970468
445	0.5037343654
446	0.5035178653
447	0.5033403403
448	0.5032085616
449	0.5029830926
450	0.5028467731
451	0.5026515245
452	0.5024533022
453	0.5022650157
454	0.5021469989
455	0.5019446696
456	0.5017273458
457	0.5015587247
458	0.5013128699
459	0.5011341715
460	0.5009199838
461	0.5007326261
462	0.5005799972
463	0.500362121
464	0.5002411229
465	0.5000645611
466	0.4999320925
467	0.4997321005
468	0.4995974074
469	0.4994109078
470	0.4992599549
471	0.4991141716
472	0.498966137
473	0.4987869398
474	0.498631234
475	0.4984905437
476	0.4983457771
477	0.498256899
478	0.4980730177
479	0.4978198376
480	0.4976882825
481	0.4975531402
482	0.4974866355
483	0.4973325655
484	0.4971671761
485	0.497039942
486	0.4968851306
487	0.4967298873
488	0.4965446796
489	0.4962770095
490	0.4960463327
491	0.4958941969
492	0.4956638526
493	0.4955542734
494	0.4954144202
495	0.4952339712
496	0.4950674753
497	0.494947039
498	0.4947509189
499	0.4946436884
500	0.4944970145
501	0.4944025426
502	0.494258978
503	0.4941198568
504	0.4939655194
505	0.493792044
506	0.4936896448
507	0.4935568418
508	0.493415433
509	0.493251496
510	0.4930402208
511	0.4929481225
512	0.4927786012
513	0.4926526495
514	0.4925335051
515	0.4924162184
516	0.4922810321
517	0.4922241174
518	0.4920905518
519	0.4918590016
520	0.4917043106
521	0.491557329
522	0.4914466566
523	0.4913323683
524	0.4912093482
525	0.4910218855
526	0.4908345833
527	0.4907090042
528	0.4905522511
529	0.4904273103
530	0.4903121678
531	0.4901874392
532	0.4900537131
533	0.4899206042
534	0.4897124671
535	0.4894996343
536	0.4893543613
537	0.489273141
538	0.4891212746
539	0.4889394305
540	0.4888197415
541	0.4886969775
542	0.4885842334
543	0.4883396208
544	0.4881491462
545	0.4879735782
546	0.4878435022
547	0.4876761234
548	0.4875203048
549	0.4872955926
550	0.4871764272
551	0.4870523407
552	0.4868545025
553	0.4866782427
554	0.4865292755
555	0.4864125296
556	0.4861702466
557	0.4860421468
558	0.4859407452
559	0.4857747327
560	0.4856204258
561	0.4854713477
562	0.4853308066
563	0.4851657172
564	0.4849994659
565	0.4848405991
566	0.4847189817
567	0.4845169946
568	0.4843979515
569	0.4843124713
570	0.4841218667
571	0.4839641886
572	0.4838510356
573	0.4837422208
574	0.4835102769
575	0.4833753812
576	0.4832034501
577	0.4830220627
578	0.4828658944
579	0.4827486726
580	0.4826066198
581	0.4824120745
582	0.4822907897
583	0.4821738794
584	0.4820744787
585	0.4819858701
586	0.4818107359
587	0.4816502122
588	0.4814644943
589	0.4813662613
590	0.4812386086
591	0.4811346098
592	0.4809758653
593	0.4808240754
594	0.4807105478
595	0.480562838
596	0.4803481534
597	0.4801286242
598	0.4800369119
599	0.4798978193
600	0.4796967858
601	0.479585605
602	0.4794082253
603	0.4792246001
604	0.4790806992
605	0.4789663288
606	0.4788130883
607	0.478652941
608	0.478546775
609	0.4784499696
610	0.4783794726
611	0.4782787781
612	0.4781888833
613	0.4780884984
614	0.4779706727
615	0.4777810504
616	0.4776807476
617	0.477540732
618	0.4774079175
619	0.4772725153
620	0.4771893896
621	0.4770562655
622	0.4769031148
623	0.4767327642
624	0.47661882
625	0.4765351859
626	0.4764609355
627	0.4763322547
628	0.4762100047
629	0.4761022277
630	0.4759183712
631	0.475812079
632	0.4756939361
633	0.4754963292
634	0.4753931942
635	0.475294751
636	0.4752172898
637	0.475045953
638	0.4749144553
639	0.474774862
640	0.4746212164
641	0.4744920368
642	0.4743474651
643	0.474239795
644	0.4741320982
645	0.4739280871
646	0.4738511764
647	0.4736254456
648	0.4735239236
649	0.4733608294
650	0.4732344285
651	0.4731217628
652	0.4729213772
653	0.4728286482
654	0.4727035373
655	0.4725591185
656	0.472445998
657	0.4723208795
658	0.4722078124
659	0.4721236242
660	0.4719329833
661	0.4718753327
662	0.4717839721
663	0.4715872825
664	0.4714143308
665	0.4712646507
666	0.471120574
667	0.4709558401
668	0.4708833135
669	0.4707531382
670	0.4706189362
671	0.470511096
672	0.470389838
673	0.4703048165
674	0.4701726938
675	0.4699985706
676	0.4699090427
677	0.4697633511
678	0.4695523186
679	0.4694669264
680	0.469354985
681	0.4691956385
682	0.4690739676
683	0.468988067
684	0.4688697903
685	0.468734778
686	0.4686043715
687	0.4684948553
688	0.4683888441
689	0.4683482119
690	0.4682339734
691	0.4681122701
692	0.4680116921
693	0.4679315344
694	0.4678264424
695	0.467701087
696	0.4675991197
697	0.4674710619
698	0.4672978446
699	0.4671345994
700	0.4669998604
701	0.4668754662
702	0.4667995875
703	0.4666945605
704	0.4665866305
705	0.4664517386
706	0.4663718752
707	0.4661966703
708	0.466099949
709	0.4660037131
710	0.4659020459
711	0.4657948536
712	0.465684873
713	0.4655498683
714	0.4654039971
715	0.4652988306
716	0.4651704842
717	0.4650076022
718	0.4648496775
719	0.4647467031
720	0.4646350522
721	0.4644842866
722	0.4643477836
723	0.4641660141
724	0.4640402152
725	0.4639464943
726	0.4637914956
727	0.4636966224
728	0.4636282772
729	0.4635047163
730	0.4633275621
731	0.463230449
732	0.4631083978
733	0.4629348231
734	0.4628018423
735	0.4627354733
736	0.4626237994
737	0.4624907441
738	0.4624247114
739	0.4622842715
740	0.4622189823
741	0.4621499033
742	0.4619854293
743	0.4619192093
744	0.461835344
745	0.4616681868
746	0.4615262353
747	0.46147548
748	0.4613922664
749	0.4613129592
750	0.4612667753
751	0.4611331848
752	0.4610390091
753	0.4609308039
754	0.4608420883
755	0.4607252392
756	0.46062787
757	0.4605012589
758	0.4603890118
759	0.4602591499
760	0.4601616011
761	0.4600231793
762	0.459926265
763	0.4597447936
764	0.4596888382
765	0.4595428121
766	0.4594517515
767	0.4593351929
768	0.4592356508
769	0.459101208
770	0.4589507348
771	0.4588015268
772	0.4586720968
773	0.4585973819
774	0.4584319409
775	0.4583726735
776	0.4582092545
777	0.4580897374
778	0.4579820425
779	0.4578750452
780	0.4577475741
781	0.4576344861
782	0.4575288896
783	0.457481796
784	0.4573514238
785	0.4572706852
786	0.4571621092
787	0.4570903298
788	0.4569630021
789	0.4568235407
790	0.4566896254
791	0.4566252821
792	0.4565259636
793	0.456445416
794	0.4563389423
795	0.4562335713
796	0.4560461315
797	0.4559090667
798	0.4558083798
799	0.4556771821
800	0.4555836466
801	0.455493511
802	0.4553501089
803	0.455272191
804	0.455123348
805	0.4550385501
806	0.4549282236
807	0.4547881105
808	0.4546646566
809	0.4545902399
810	0.4544871335
811	0.4543909435
812	0.4542971156
813	0.4541987546
814	0.4541007395
815	0.4539746062
816	0.4538995435
817	0.4538370731
818	0.453685608
819	0.453607973
820	0.4534806969
821	0.4533792341
822	0.4532796442
823	0.4531235294
824	0.4530208856
825	0.4528772159
826	0.4528220269
827	0.4527096631
828	0.4525876502
829	0.4525014209
830	0.4523441097
831	0.4522466431
832	0.4521010853
833	0.4519286286
834	0.4518770859
835	0.4518023003
836	0.4516806849
837	0.4515867825
838	0.4515080218
839	0.4513847743
840	0.4512692438
841	0.4511943818
842	0.4510736092
843	0.4509904338
844	0.4508983699
845	0.4508242475
846	0.4507500027
847	0.4505949065
848	0.4504856789
849	0.4503883728
850	0.4502729666
851	0.4501803427
852	0.4500962959
853	0.4499498876
854	0.4498593526
855	0.4498044426
856	0.4497453338
857	0.4496607366
858	0.4495030451
859	0.4494398371
860	0.4493445663
861	0.4492819621
862	0.4492253875
863	0.44912205
864	0.4490284189
865	0.448943472
866	0.4487992194
867	0.448678334
868	0.4485854063
869	0.4484795212
870	0.4483797402
871	0.4482859314
872	0.4481758457
873	0.4480772955
874	0.4479847691
875	0.4479172801
876	0.4478313872
877	0.4476715228
878	0.4475282392
879	0.4474537364
880	0.4473041424
881	0.4472323802
882	0.4471382924
883	0.4470397249
884	0.4470152627
885	0.4469665657
886	0.4468262481
887	0.4467254313
888	0.446592827
889	0.446521126
890	0.446443596
891	0.4464011273
892	0.4463326159
893	0.4462278909
894	0.4460955159
895	0.4460338826
896	0.4459507952
897	0.445835259
898	0.4457681962
899	0.445691597
900	0.4456207961
901	0.4454993794
902	0.4453816473
903	0.4453121861
904	0.445226253
905	0.4451844417
906	0.4449800332
907	0.4447958862
908	0.4446415086
909	0.4444539962
910	0.4443375178
911	0.444233905
912	0.4441480064
913	0.4440901666
914	0.4440386775
915	0.4439064898
916	0.4437778147
917	0.4436373977
918	0.4434756681
919	0.4433911168
920	0.443287116
921	0.4432293183
922	0.4431104147
923	0.4430627249
924	0.4429282209
925	0.4428538252
926	0.4427662906
927	0.4426546206
928	0.4425842134
929	0.4424732715
930	0.4423938534
931	0.4422226236
932	0.4420585452
933	0.4419142889
934	0.4418090689
935	0.4417224076
936	0.4416511481
937	0.4415261175
938	0.4414686083
939	0.4413482753
940	0.4412657172
941	0.4411869298
942	0.4410884005
943	0.4410141367
944	0.4408961371
945	0.4407701777
946	0.4406252181
947	0.4404875589
948	0.4403871415
949	0.4402833242
950	0.4400929738
951	0.4400201834
952	0.4399538182
953	0.4398317861
954	0.4397729736
955	0.4396938766
956	0.4395843776
957	0.4395187309
958	0.4394597942
959	0.4393314669
960	0.439193393
961	0.4391226513
962	0.4390509465
963	0.4389202609
964	0.4388546009
965	0.438712764
966	0.438613134
967	0.4384871822
968	0.4384181147
969	0.438354941
970	0.4382583592
971	0.4381783066
972	0.4381402297
973	0.4380213548
974	0.4379560368
975	0.437792096
976	0.437716911
977	0.4375773713
978	0.4375409895
979	0.4374901941
980	0.4373961598
981	0.437262147
982	0.4371925195
983	0.4371264066
984	0.437067531
985	0.4369908916
986	0.4369084864
987	0.436843545
988	0.4367766294
989	0.4366472682
990	0.4365060926
991	0.4364262368
992	0.436296847
993	0.4362515613
994	0.436141359
995	0.43605478
996	0.4359143267
997	0.4358454178
998	0.4357401577
999	0.4356419763
