url,titulo,precio_contado,precio_financiado,año,kilometros,caballos,tipo_cambio,combustible,traccion,velocidad_maxima,largo,ancho,alto,peso,deposito
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-audi-q2-q2-35-tfsi-advanced-s-tronic-110kw-150-suv-y-4x4-automatico-2023-126712,"Audi Q2
        35 TFSI Advanced S tronic",24490,22290.0,2023,67.982 km,150 CV,Automático,Gasolina,Delantera,218km/h,"4,21m","1,79m","1,51m",1.380kg,50l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-cupra-formentor-formentor-1-4-e-hybrid-245-vz-dsg-150-suv-y-4x4-automatico-2022-130134,"CUPRA Formentor
        1.4 e-Hybrid 245 VZ DSG",27490,24990.0,2022,52.307 km,245 CV,Automático,Híbrido enchufable,Delantera,210km/h,"4,45m","1,84m","1,51m",,55l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-peugeot-rifter-rifter-1-5bluehdi-s-and-s-standard-allure-100-100-monovolumen-manual-2021-129314,"Peugeot Rifter
        1.5BlueHDi S&S Standard Allure 100",19290,17590.0,2021,75.695 km,100 CV,Manual,Diésel,Delantera,172km/h,"4,40m","1,91m","1,87m",1.430kg,
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-peugeot-2008-2008-1-2-puretech-s-and-s-active-pack-100-100-suv-y-4x4-manual-2021-128398,"Peugeot 2008
        1.2 PureTech S&S Active Pack 100",14990,13590.0,2021,23.252 km,100 CV,Manual,Gasolina,Delantera,188km/h,"4,30m","1,77m","1,53m",1.192kg,44l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-spring-spring-electric-comfort-45-33kw-45-suv-y-4x4-automatico-2022-128522,"Dacia Spring
        Electric Comfort 45",11890,10790.0,2022,15.082 km,45 CV,Automático,Eléctrico,Delantera,125km/h,"3,73m","1,58m","1,52m",,
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-gla-gla-180-122-suv-y-4x4-manual-2019-130133,"Mercedes Clase GLA
        GLA 180",21690,20690.0,2019,77.164 km,122 CV,Manual,Gasolina,Delantera,200km/h,"4,42m","1,80m","1,49m",1.395kg,50l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-cla-cla-shooting-brake-200-7g-dct-163-familiar-automatico-2021-126858,"Mercedes Clase CLA
        CLA Shooting Brake 200 7G-DCT",24990,22690.0,2021,129.126 km,163 CV,Automático,Gasolina,Delantera,226km/h,"4,69m","1,83m","1,45m",1.465kg,43l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-peugeot-3008-suv-3008-1-5bluehdi-allure-pack-s-and-s-eat8-130-130-suv-y-4x4-automatico-2021-130241,"Peugeot 3008 SUV
        1.5BlueHDi Allure Pack S&S EAT8 130",17390,15790.0,2021,122.818 km,130 CV,Automático,Diésel,Delantera,189km/h,"4,45m","1,84m","1,62m",,53l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-volkswagen-id-4-id-4-pure-109kw-52kwh-149-suv-y-4x4-automatico-2021-130058,"Volkswagen ID.4
        Pure",20490,18590.0,2021,69.347 km,149 CV,Automático,Eléctrico,Trasera,160km/h,"4,58m","1,85m","1,61m",1.891kg,
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-seat-leon-leon-1-4-tsi-e-hybrid-s-and-s-xcellence-dsg-6-204-205-compacto-automatico-2021-124873,"SEAT León
        1.4 TSI e-Hybrid S&S Xcellence DSG-6 204",20490,18590.0,2021,40.384 km,205 CV,Automático,Híbrido enchufable,Delantera,220km/h,"4,37m","1,80m","1,46m",1.614kg,40l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-berlingo-berlingo-van-bluehdi-s-and-s-talla-m-control-100-100-furgoneta-manual-2021-126996,"Citroen Berlingo
        Van BlueHDi S&S Talla M Control 100",11990,10890.0,2021,88.015 km,100 CV,Manual,Diésel,Delantera,166km/h,"4,40m","2,11m","1,80m",1.551kg,60l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-ford-fiesta-fiesta-1-0-ecoboost-s-s-trend-100-100-compacto-manual-2022-128682,"Ford Fiesta
        1.0 EcoBoost S/S Trend 100",13990,12690.0,2022,34.267 km,100 CV,Manual,Gasolina,Delantera,183km/h,"4,04m","1,74m","1,47m",1.091kg,42l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-toyota-c-hr-c-hr-125h-advance-98-suv-y-4x4-automatico-2019-129583,"Toyota C-HR
        125H Advance",20490,19490.0,2019,82.190 km,122 CV,Automático,Híbrido,Delantera,170km/h,"4,36m","1,80m","1,56m",1.420kg,43l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-mokka-mokka-1-2t-s-and-s-gs-line-130-130-suv-y-4x4-manual-2022-127192,"Opel Mokka
        1.2T S&S GS Line 130",15990,14590.0,2022,48.473 km,130 CV,Manual,Gasolina,Delantera,202km/h,"4,15m","1,79m","1,53m",1.275kg,44l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-audi-a1-a1-1-2-tfsi-adrenalin-86-compacto-manual-2014-129893,"Audi A1
        1.2 TFSI Adrenalin",10990,10490.0,2014,117.936 km,86 CV,Manual,Gasolina,Delantera,180km/h,"3,95m","1,74m","1,42m",1.115kg,45l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-bmw-serie-1-118d-m-sport-edition-143-compacto-manual-2013-130199,"BMW Serie 1
        118d M Sport Edition",12190,11590.0,2013,152.905 km,143 CV,Manual,Diésel,Trasera,212km/h,"4,32m","1,77m","1,42m",1.320kg,50l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-renault-arkana-arkana-1-3-tce-zen-edc-103kw-140-suv-y-4x4-automatico-2022-129250,"Renault Arkana
        1.3 TCe Zen EDC",20990,19090.0,2022,62.543 km,140 CV,Automático,Mild hybrid,Delantera,205km/h,"4,57m","1,82m","1,58m",1.336kg,50l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-peugeot-2008-2008-1-5bluehdi-s-and-s-allure-110-110-suv-y-4x4-manual-2021-129015,"Peugeot 2008
        1.5BlueHDi S&S Allure 110",14990,13590.0,2021,66.039 km,110 CV,Manual,Diésel,Delantera,185km/h,"4,30m","1,77m","1,53m",1.205kg,41l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-c3-1-2-puretech-s-and-s-feel-pack-83-83-compacto-manual-2021-129945,"Citroen C3
        1.2 PureTech S&S Feel Pack 83",10690,9690.0,2021,49.129 km,83 CV,Manual,Gasolina,Delantera,168km/h,"4,00m","1,75m","1,47m",1.055kg,42l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-cupra-leon-leon-sportstourer-1-5-etsi-dsg-110kw-150-familiar-automatico-2023-130172,"CUPRA León
        Sportstourer 1.5 ETSI DSG",22490,20490.0,2023,96.485 km,150 CV,Automático,Mild hybrid,Delantera,216km/h,"4,66m","1,80m","1,44m",,45l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-alfa-romeo-tonale-tonale-1-5-mhev-sprint-fwd-130-suv-y-4x4-automatico-2024-126759,"Alfa Romeo Tonale
        1.5 MHEV Sprint FWD",24990,22690.0,2024,33.222 km,130 CV,Automático,Mild hybrid,Delantera,195km/h,"4,53m","1,84m","1,60m",1.525kg,55l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-ford-fiesta-fiesta-1-1-pfi-glp-st-line-75-compacto-manual-2020-129878,"Ford Fiesta
        1.1 PFI GLP ST Line",13290,12090.0,2020,43.727 km,75 CV,Manual,Glp,Delantera,160km/h,"4,04m","1,74m","1,48m",1.091kg,42l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-peugeot-2008-2008-1-2-puretech-s-and-s-active-pack-100-100-suv-y-4x4-manual-2023-130165,"Peugeot 2008
        1.2 PureTech S&S Active Pack 100",14390,13690.0,2023,32.289 km,100 CV,Manual,Gasolina,Delantera,188km/h,"4,30m","1,77m","1,53m",1.192kg,44l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-peugeot-208-208-1-2-s-and-s-gt-eat8-130-130-compacto-automatico-2021-129743,"Peugeot 208
        1.2 S&S GT EAT8 130",16690,15190.0,2021,27.356 km,130 CV,Automático,Gasolina,Delantera,208km/h,"4,06m","1,75m","1,43m",1.158kg,44l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-peugeot-208-208-1-2-s-and-s-style-82-82-compacto-manual-2017-126361,"Peugeot 208
        1.2 S&S Style 82",7990,7590.0,2017,85.273 km,82 CV,Manual,Gasolina,Delantera,175km/h,"3,97m","1,74m","1,46m",1.035kg,50l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-6dci-n-connecta-4x2-130-suv-y-4x4-manual-2016-128040,"Nissan Qashqai
        1.6dCi N-Connecta 4x2",14990,14290.0,2016,58.361 km,130 CV,Manual,Diésel,Delantera,190km/h,"4,39m","1,81m","1,59m",1.429kg,55l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-peugeot-208-208-1-2-s-and-s-allure-100-100-compacto-manual-2025-129690,"Peugeot 208
        1.2 S&S Allure 100",15490,14090.0,2025,15.715 km,100 CV,Manual,Gasolina,Delantera,194km/h,"4,06m","1,75m","1,43m",1.090kg,40l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-peugeot-208-208-1-2-hybrid-allure-e-dcs6-100-101-compacto-automatico-2025-129536,"Peugeot 208
        1.2 Hybrid Allure e-DCS6 100",18390,16690.0,2025,13.729 km,101 CV,Automático,Mild hybrid,Delantera,193km/h,"4,06m","1,75m","1,43m",1.175kg,40l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-bmw-serie-3-318da-touring-150-familiar-automatico-2020-126853,"BMW Serie 3
        318dA Touring",21490,20490.0,2020,163.740 km,150 CV,Automático,Diésel,Trasera,230km/h,"4,71m","1,83m","1,44m",1.585kg,59l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-volkswagen-t-cross-t-cross-1-0-tsi-advance-95-suv-y-4x4-manual-2019-128036,"Volkswagen T-Cross
        1.0 TSI Advance",14690,13990.0,2019,86.737 km,95 CV,Manual,Gasolina,Delantera,180km/h,"4,11m","1,78m","1,56m",1.245kg,40l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-corsa-corsa-1-2t-xhl-s-s-gs-line-100-100-compacto-manual-2022-127892,"Opel Corsa
        1.2T XHL S/S GS-Line 100",11790,10690.0,2022,89.958 km,100 CV,Manual,Gasolina,Delantera,188km/h,"4,06m","1,77m","1,44m",1.165kg,44l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-aircross-c3-aircross-puretech-s-and-s-shine-eat6-110-110-suv-y-4x4-automatico-2019-127377,"Citroen C3 Aircross
        Puretech S&S Shine EAT6 110",10490,9990.0,2019,128.574 km,110 CV,Automático,Gasolina,Delantera,183km/h,"4,15m","1,82m","1,60m",1.203kg,45l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c5-aircross-c5-aircross-bluehdi-s-and-s-plus-eat8-130-130-suv-y-4x4-automatico-2025-127582,"Citroen C5 Aircross
        BlueHDi S&S Plus EAT8 130",21990,19990.0,2025,27.717 km,130 CV,Automático,Diésel,Delantera,189km/h,"4,50m","1,97m","1,65m",,53l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-subaru-forester-forester-2-0i-hybrid-executive-cvt-150-suv-y-4x4-automatico-2021-124036,"Subaru Forester
        2.0i Hybrid Executive CVT",22990,20890.0,2021,103.380 km,150 CV,Automático,Híbrido,4x4,188km/h,"4,64m","1,82m","1,73m",1.502kg,48l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-sprinter-sprinter-furgon-317cdi-largo-t-e-tt-170-furgoneta-manual-2023-129800,"Mercedes Sprinter
        Furgón 317CDI Largo T.E. tT",39490,37590.0,2022,43.025 km,170 CV,Manual,Diésel,Trasera,-km/h,,"2,18m","2,62m",2.275kg,71l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-skoda-kodiaq-kodiaq-2-0tdi-ab-tech-ambition-4x4-dsg-110kw-150-suv-y-4x4-automatico-2022-129040,"Skoda Kodiaq
        2.0TDI AB tech Ambition 4x4 DSG",25790,23490.0,2022,83.186 km,150 CV,Automático,Diésel,4x4,194km/h,"4,70m","1,88m","1,68m",1.752kg,60l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-gle-gle-500-e-4matic-333-suv-y-4x4-automatico-2018-127844,"Mercedes Clase GLE
        GLE 500 e 4Matic",34990,33290.0,2018,139.266 km,449 CV,Automático,Híbrido enchufable,4x4,245km/h,"4,82m","1,94m","1,80m",2.130kg,70l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-peugeot-5008-suv-5008-hybrid-136-allure-edcs6-136-suv-y-4x4-automatico-2025-129721,"Peugeot 5008 SUV
        Hybrid 136 Allure eDCS6",28490,25890.0,2025,14.075 km,136 CV,Automático,Mild hybrid,Delantera,200km/h,"4,79m","1,90m","1,69m",1.705kg,67l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-audi-q2-q2-35-tfsi-advanced-s-tronic-110kw-150-suv-y-4x4-automatico-2022-126714,"Audi Q2
        35 TFSI Advanced S tronic",24490,22290.0,2023,70.628 km,150 CV,Automático,Gasolina,Delantera,218km/h,"4,21m","1,79m","1,51m",1.380kg,50l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-combo-n1-combo-life-1-5td-s-and-s-l-business-edition-plus-100-100-furgoneta-manual-2022-126977,"Opel Combo N1
        Life 1.5TD S&S L Business Edition Plus 100",16990,15490.0,2022,67.579 km,100 CV,Manual,Diésel,Delantera,175km/h,"4,40m","1,85m","1,80m",1.473kg,50l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-omoda-5-5-1-6-confort-185-185-suv-y-4x4-automatico-2024-129909,"Omoda 5
        1.6 Confort 185",22990,20890.0,2024,20.839 km,185 CV,Automático,Gasolina,Delantera,206km/h,"4,42m","1,83m","1,59m",1.498kg,51l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-volkswagen-t-roc-t-roc-1-5-tsi-life-dsg7-110kw-150-suv-y-4x4-automatico-2022-128244,"Volkswagen T-Roc
        1.5 TSI Life DSG7",22990,20890.0,2022,76.151 km,150 CV,Automático,Gasolina,Delantera,207km/h,"4,23m","1,82m","1,57m",1.355kg,50l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-volvo-xc90-xc90-b5-momentum-pro-7pl-awd-aut-235-suv-y-4x4-automatico-2021-116173,"Volvo XC90
        B5 Momentum Pro 7pl. AWD Aut.",37490,34090.0,2021,126.023 km,235 CV,Automático,Mild hybrid,4x4,220km/h,"4,95m","2,00m","1,78m",2.101kg,71l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-b-b-200d-7g-dct-136-monovolumen-automatico-2016-129885,"Mercedes Clase B
        B 200d 7G-DCT",16990,16190.0,2016,82.669 km,136 CV,Automático,Diésel,Delantera,210km/h,"4,39m","1,79m","1,56m",1.505kg,50l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-dacia-duster-duster-1-6-glp-gpf-prestige-4x2-84kw-115-suv-y-4x4-manual-2020-130138,"Dacia Duster
        1.6 GLP GPF Prestige 4x2",15990,15190.0,2020,55.470 km,115 CV,Manual,Glp,Delantera,172km/h,"4,34m","1,80m","1,69m",1.179kg,50l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-peugeot-208-208-1-2-s-and-s-allure-pack-100-100-compacto-manual-2021-129537,"Peugeot 208
        1.2 S&S Allure Pack 100",13490,12290.0,2021,23.933 km,100 CV,Manual,Gasolina,Delantera,188km/h,"4,06m","1,75m","1,43m",1.090kg,44l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-peugeot-2008-2008-1-2-puretech-s-and-s-active-pack-100-100-suv-y-4x4-manual-2021-129482,"Peugeot 2008
        1.2 PureTech S&S Active Pack 100",14990,13590.0,2021,24.890 km,100 CV,Manual,Gasolina,Delantera,188km/h,"4,30m","1,77m","1,53m",1.192kg,44l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-peugeot-308-308-1-2-hybrid-allure-136-e-dcs6-136-compacto-automatico-2025-129705,"Peugeot 308
        1.2 Hybrid Allure 136 e-DCS6",23990,21790.0,2025,10.795 km,136 CV,Automático,Mild hybrid,Delantera,210km/h,"4,37m","1,85m","1,44m",1.370kg,53l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-5-bluehdi-s-and-s-max-eat8-130-130-compacto-automatico-2024-129542,"Citroen C4
        1.5 BlueHDI S&S Max EAT8 130",20490,18590.0,2024,22.819 km,130 CV,Automático,Diésel,Delantera,192km/h,"4,36m","1,83m","1,52m",1.399kg,60l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-peugeot-rifter-n1-rifter-1-5bluehdi-s-and-s-active-pack-business-standard-100-100-furgoneta-manual-2022-129313,"Peugeot Rifter N1
        1.5BlueHDI S&S Active Pack Business Standard 100",15990,14590.0,2022,72.151 km,100 CV,Manual,Diésel,Delantera,165km/h,"4,40m","1,85m","1,88m",1.486kg,50l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-jeep-avenger-avenger-1-2-ehybrid-altitude-74kw-100-suv-y-4x4-automatico-2024-129874,"Jeep Avenger
        1.2 Ehybrid Altitude",22490,20490.0,2024,20.460 km,100 CV,Automático,Mild hybrid,Delantera,184km/h,"4,08m","1,78m","1,54m",,44l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-peugeot-3008-suv-3008-1-5bluehdi-active-pack-s-and-s-130-130-suv-y-4x4-manual-2021-129485,"Peugeot 3008 SUV
        1.5BlueHDi Active Pack S&S 130",17990,16390.0,2021,70.233 km,130 CV,Manual,Diésel,Delantera,192km/h,"4,45m","1,84m","1,62m",,53l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-a-a-180d-7g-dct-116-compacto-automatico-2019-126483,"Mercedes Clase A
        A 180d 7G-DCT",21990,20890.0,2019,99.626 km,116 CV,Automático,Diésel,Delantera,202km/h,"4,42m","1,80m","1,44m",1.445kg,43l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-volkswagen-golf-golf-1-0-tsi-life-81kw-110-compacto-manual-2023-129297,"Volkswagen Golf
        1.0 TSI Life",18990,17290.0,2023,64.845 km,110 CV,Manual,Gasolina,Delantera,202km/h,"4,28m","1,79m","1,46m",1.257kg,50l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-volkswagen-golf-golf-1-5-tsi-evo-advance-110kw-150-compacto-manual-2019-130038,"Volkswagen Golf
        1.5 TSI Evo Advance",18290,17390.0,2019,82.318 km,150 CV,Manual,Gasolina,Delantera,216km/h,"4,26m","1,79m","1,49m",1.294kg,50l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-b-b-200d-7g-dct-136-monovolumen-automatico-2018-127815,"Mercedes Clase B
        B 200d 7G-DCT",18890,17990.0,2018,63.913 km,136 CV,Automático,Diésel,Delantera,210km/h,"4,39m","1,79m","1,56m",1.505kg,50l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-skoda-kamiq-kamiq-1-5-tsi-ambition-150-suv-y-4x4-manual-2020-130125,"Skoda Kamiq
        1.5 TSI Ambition",16290,15490.0,2020,115.748 km,150 CV,Manual,Gasolina,Delantera,213km/h,"4,24m","1,79m","1,55m",1.231kg,50l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-nissan-qashqai-qashqai-1-3-dig-t-n-connecta-4x2-dct-117kw-160-suv-y-4x4-automatico-2019-129568,"Nissan Qashqai
        1.3 DIG-T N-Connecta 4x2 DCT",15490,14790.0,2019,114.934 km,160 CV,Automático,Gasolina,Delantera,198km/h,"4,39m","1,81m","1,59m",,55l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-astra-astra-sedan-1-6cdti-s-s-elegance-110-110-berlina-manual-2017-126670,"Opel Astra
        Sedán 1.6CDTi S/S Elegance 110",8690,8290.0,2017,134.738 km,110 CV,Manual,Diésel,Delantera,184km/h,"4,66m","1,81m","1,50m",1.503kg,56l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-peugeot-208-208-1-2-s-and-s-allure-100-100-compacto-manual-2025-129696,"Peugeot 208
        1.2 S&S Allure 100",15490,14090.0,2025,10.282 km,100 CV,Manual,Gasolina,Delantera,194km/h,"4,06m","1,75m","1,43m",1.090kg,40l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-renault-megane-megane-s-t-1-3-tce-gpf-zen-103kw-4-75-140-familiar-automatico-2019-129873,"Renault Mégane
        S.T. 1.3 TCe GPF Zen (4.75)",14990,14290.0,2019,92.381 km,140 CV,Automático,Gasolina,Delantera,205km/h,"4,63m","1,81m","1,45m",1.287kg,49l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c3-c3-1-2-puretech-s-and-s-plus-83-83-compacto-manual-2024-130192,"Citroen C3
        1.2 PureTech S&S Plus 83",11990,10890.0,2024,36.811 km,83 CV,Manual,Gasolina,Delantera,168km/h,"4,00m","1,75m","1,47m",1.055kg,42l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-renault-megane-megane-s-t-1-3-tce-gpf-limited-103kw-140-familiar-manual-2018-130145,"Renault Mégane
        S.T. 1.3 TCe GPF Limited",13490,12790.0,2018,75.691 km,140 CV,Manual,Gasolina,Delantera,205km/h,"4,63m","1,81m","1,45m",1.291kg,47l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c4-c4-1-2-puretech-feel-pack-s-and-s-130-130-compacto-manual-2022-129787,"Citroen C4
        1.2 PureTech Feel Pack S&S 130",13990,12690.0,2022,75.334 km,130 CV,Manual,Gasolina,Delantera,210km/h,"4,36m","1,83m","1,52m",1.322kg,60l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-opel-corsa-corsa-1-2t-xhl-s-s-elegance-100-100-compacto-manual-2021-129455,"Opel Corsa
        1.2T XHL S/S Elegance 100",11290,10290.0,2021,70.033 km,100 CV,Manual,Gasolina,Delantera,188km/h,"4,06m","1,77m","1,44m",1.165kg,44l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-peugeot-rifter-n1-rifter-1-5bluehdi-s-and-s-active-pack-business-standard-100-100-furgoneta-manual-2022-128840,"Peugeot Rifter N1
        1.5BlueHDI S&S Active Pack Business Standard 100",14490,13190.0,2022,114.399 km,100 CV,Manual,Diésel,Delantera,165km/h,"4,40m","1,85m","1,88m",1.486kg,50l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-peugeot-2008-2008-1-2-puretech-s-and-s-gt-line-110-110-suv-y-4x4-manual-2017-129559,"Peugeot 2008
        1.2 PureTech S&S GT Line 110",8990,8590.0,2017,130.291 km,110 CV,Manual,Gasolina,Delantera,191km/h,"4,16m","1,74m","1,57m",1.165kg,50l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-bmw-x3-x3-xdrive-20da-business-190-suv-y-4x4-automatico-2018-129781,"BMW X3
        xDrive 20dA Business",26990,25690.0,2018,80.893 km,190 CV,Automático,Diésel,4x4,213km/h,"4,71m","1,89m","1,68m",1.750kg,60l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mitsubishi-asx-asx-160-mpi-motion-117-suv-y-4x4-manual-2018-129051,"Mitsubishi ASX
        160 MPI Motion",12990,12390.0,2018,105.257 km,117 CV,Manual,Gasolina,Delantera,183km/h,"4,37m","1,81m","1,64m",1.285kg,63l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mini-mini-mini-cooper-136-compacto-manual-2017-128319,"MINI Mini
        Cooper",13290,12690.0,2017,109.453 km,136 CV,Manual,Gasolina,Delantera,207km/h,"3,98m","1,73m","1,43m",1.145kg,40l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-renault-clio-clio-sport-tourer-tce-energy-zen-66kw-90-familiar-manual-2019-128800,"Renault Clio
        Sport Tourer TCe Energy Zen",10490,9990.0,2019,91.447 km,90 CV,Manual,Gasolina,Delantera,182km/h,"4,27m","1,73m","1,45m",1.055kg,45l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c5-aircross-c5-aircross-hybrid-plus-e-dcs6-136-136-suv-y-4x4-automatico-2025-127586,"Citroen C5 Aircross
        Hybrid Plus e-DCS6 136",22490,20490.0,2025,11.695 km,136 CV,Automático,Mild hybrid,Delantera,225km/h,"4,50m","1,97m","1,65m",,43l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mazda-cx-3-cx-3-1-5d-style-2wd-105-suv-y-4x4-manual-2016-128567,"Mazda CX-3
        1.5D Style 2WD",13490,12790.0,2016,140.763 km,105 CV,Manual,Diésel,Delantera,177km/h,"4,28m","1,77m","1,54m",1.259kg,48l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-citroen-c5-aircross-c5-aircross-bluehdi-s-and-s-plus-eat8-130-130-suv-y-4x4-automatico-2025-127574,"Citroen C5 Aircross
        BlueHDi S&S Plus EAT8 130",19990,18190.0,2025,29.204 km,130 CV,Automático,Diésel,Delantera,189km/h,"4,50m","1,97m","1,65m",,53l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-audi-q4-e-tron-q4-e-tron-40-s-line-82kwh-204-suv-y-4x4-automatico-2023-129666,"Audi Q4 e-tron
        40 S Line",33490,31890.0,2023,31.559 km,204 CV,Automático,Eléctrico,Trasera,160km/h,"4,59m","1,87m","1,63m",2.125kg,
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-audi-q3-q3-35-tfsi-advanced-s-tronic-150-suv-y-4x4-automatico-2019-129124,"Audi Q3
        35 TFSI Advanced S tronic",21990,20890.0,2019,132.214 km,150 CV,Automático,Gasolina,Delantera,207km/h,"4,48m","1,86m","1,62m",1.460kg,60l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-ford-transit-courier-transit-courier-van-1-5tdci-trend-75-100-furgoneta-manual-2022-128987,"Ford Transit Courier
        Van 1.5TDCi Trend 75",14990,13590.0,2023,84.668 km,100 CV,Manual,Diésel,Delantera,157km/h,"4,16m","1,98m","1,75m",1.135kg,47l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-skoda-kodiaq-kodiaq-2-0tdi-ab-tech-ambition-4x4-dsg-110kw-150-suv-y-4x4-automatico-2021-129045,"Skoda Kodiaq
        2.0TDI AB tech Ambition 4x4 DSG",24490,22290.0,2021,84.182 km,150 CV,Automático,Diésel,4x4,194km/h,"4,70m","1,88m","1,68m",1.752kg,60l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-mercedes-clase-c-c-220d-9g-tronic-170-berlina-automatico-2017-129908,"Mercedes Clase C
        C 220d 9G-Tronic",21990,20890.0,2017,137.410 km,170 CV,Automático,Diésel,Trasera,235km/h,"4,69m","1,81m","1,44m",1.570kg,66l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-volkswagen-tiguan-tiguan-2-0tdi-r-line-dsg-110kw-150-suv-y-4x4-automatico-2022-129261,"Volkswagen Tiguan
        2.0TDI R-Line DSG",33490,31890.0,2023,64.904 km,150 CV,Automático,Diésel,Delantera,200km/h,"4,51m","1,84m","1,68m",1.640kg,58l
https://www.clicars.com/coches-segunda-mano-ocasion/comprar-alfa-romeo-stelvio-stelvio-2-2-veloce-q4-210-aut-210-suv-y-4x4-automatico-2021-129217,"Alfa Romeo Stelvio
        2.2 Veloce Q4 210 Aut.",23990,21790.0,2021,105.123 km,210 CV,Automático,Diésel,4x4,215km/h,"4,69m","1,90m","1,63m",1.745kg,58l
