iter	RMSE
143	301.3820579
144	300.7626821
145	299.9998402
146	299.3138411
147	298.715732
148	298.0559202
149	297.4259788
150	296.3877053
151	295.2810948
152	294.6035008
153	294.1520884
154	293.186431
155	292.3665404
156	291.9183249
157	291.413146
158	291.1387418
159	290.7560762
160	290.2406907
161	289.8637322
162	289.3236335
163	288.983553
164	288.3804886
165	288.0763403
166	287.5164361
167	287.0490285
168	286.5446386
169	285.6661124
170	285.1150435
171	284.6381878
172	284.377198
173	283.8429675
174	282.9635188
175	282.1790155
176	281.6910227
177	281.2496032
178	280.8323072
179	280.3348843
180	279.8457811
181	279.5417373
182	278.7020011
183	278.0229498
184	277.4750982
185	276.5972696
186	276.2567602
187	275.6438167
188	275.0895916
189	274.5072921
190	274.2007561
191	273.7368906
192	273.067997
193	272.4727368
194	272.3355264
195	271.912887
196	271.4765041
197	271.1642641
198	270.7186754
199	270.4873969
200	269.9814242
201	269.365468
202	269.2045702
203	269.0225563
204	268.6702067
205	267.8316915
206	267.3776299
207	266.8030915
208	266.3148035
209	265.7497835
210	265.2651701
211	265.1433303
212	264.3085974
213	263.933318
214	263.0855168
215	262.8027741
216	262.4894531
217	262.0881235
218	261.7193016
219	261.4365482
220	261.0612512
221	260.9309629
222	260.5391488
223	260.2206214
224	259.5510674
225	259.3015168
226	258.3462846
227	257.9633072
228	257.4951527
229	257.1667767
230	256.5704769
231	256.2936189
232	256.00993
233	255.492665
234	254.9641177
235	254.6401638
236	254.1227405
237	253.8732397
238	253.2995617
239	252.9511715
240	252.647682
241	252.4758647
242	252.3598817
243	252.0296454
244	251.5805546
245	251.2356391
246	250.7277547
247	250.3543134
248	250.2435496
249	249.8753339
250	249.508725
251	249.2475988
252	249.0355164
253	248.7640788
254	248.5135855
255	248.2319703
256	247.7631552
257	247.5846784
258	247.1452656
259	246.6169086
260	246.1483396
261	245.6340567
262	245.170131
263	244.6126459
264	244.3240985
265	243.7934092
266	243.2296529
267	242.6390933
268	242.1869753
269	241.7829837
270	241.3526737
271	240.9798567
272	240.6225624
273	240.1321703
274	239.7983309
275	239.4869215
276	239.2796279
277	238.930231
278	238.4226231
279	238.1913881
280	237.5552529
281	237.3721127
282	237.0845089
283	236.7837687
284	236.487584
285	236.1904975
286	235.9982949
287	235.7029442
288	235.3807638
289	235.0164472
290	234.7156583
291	234.4732202
292	233.9386722
293	233.8085248
294	233.3592358
295	232.9359397
296	232.4466659
297	232.0274859
298	231.8143866
299	231.6165046
300	231.3483187
301	230.913018
302	230.2998543
303	230.0232058
304	229.7710511
305	229.7081862
306	229.5868744
307	228.9508248
308	228.5590891
309	228.2205042
310	227.793851
311	227.6000409
312	227.1515063
313	226.9915036
314	226.5633672
315	226.2675788
316	225.7730606
317	225.4706131
318	225.4322239
319	225.3053641
320	225.0520669
321	224.8906565
322	224.735529
323	224.4765738
324	224.2805004
325	224.1570244
326	223.9769141
327	223.6360474
328	223.0138736
329	222.7111888
330	222.4673913
331	221.8810798
332	221.5781091
333	221.1868802
334	220.9911896
335	220.8151227
336	220.3276664
337	220.1492981
338	219.8312404
339	219.5943017
340	219.3536589
341	219.2037152
342	218.7766517
343	218.6724776
344	218.2760679
345	217.6578981
346	217.2987278
347	216.8699128
348	216.5962279
349	216.5383759
350	216.2609928
351	216.0899134
352	215.9455837
353	215.5164679
354	215.0910311
355	214.8400717
356	214.6512793
357	214.0904089
358	213.9604096
359	213.7408171
360	213.365854
361	213.0758564
362	212.7239848
363	212.5612207
364	212.4658549
365	212.2796645
366	211.9273071
367	211.5656107
368	211.2182194
369	210.8674108
370	210.4353461
371	210.0880785
372	209.7623716
373	209.3073353
374	208.936084
375	208.6972376
376	208.4977032
377	208.2007602
378	207.7083693
379	207.4455218
380	207.0958601
381	206.9613952
382	206.7444726
383	206.4978314
384	206.1919767
385	205.9204944
386	205.562351
387	205.4100559
388	205.2034814
389	204.6265446
390	204.430218
391	204.3127162
392	203.9100243
393	203.5013887
394	203.3876051
395	203.2699646
396	202.8422454
397	202.7274638
398	202.6040645
399	202.4547565
400	202.2546222
401	202.1509954
402	201.8968204
403	201.7277343
404	201.477294
405	201.3907182
406	201.168391
407	201.0132795
408	200.8282511
409	200.4116851
410	199.9724333
411	199.6791739
412	199.436203
413	199.2325521
414	198.896832
415	198.7553528
416	198.5471849
417	198.4021581
418	198.2623469
419	197.9760109
420	197.8165951
421	197.5042195
422	197.4015232
423	197.1996439
424	196.9599407
425	196.6025374
426	196.3211143
427	196.260981
428	196.0487909
429	195.9166983
430	195.8470759
431	195.3898233
432	195.1881332
433	194.9965646
434	194.6854924
435	194.5840862
436	194.1759977
437	194.0667772
438	193.9329338
439	193.7047173
440	193.5870159
441	193.3112219
442	192.9371454
443	192.587801
444	192.3958592
445	192.1255041
446	191.9943424
447	191.7032481
448	191.399937
449	191.2674744
450	191.0599959
451	191.0356041
452	190.6613911
453	190.463274
454	190.4307624
455	190.1440015
456	189.9017781
457	189.6544219
458	189.2271525
459	188.9561516
460	188.9241313
461	188.8320631
462	188.5414335
463	188.2536831
464	187.9853064
465	187.721269
466	187.6912528
467	187.43303
468	187.1437073
469	186.8521683
470	186.579114
471	186.3508216
472	186.2818254
473	185.9571263
474	185.9147584
475	185.6450027
476	185.4442279
477	185.3086674
478	185.0074305
479	184.7432334
480	184.5380839
481	184.3763357
482	184.0848364
483	183.8303315
484	183.6112754
485	183.4289351
486	183.305988
487	183.1667782
488	182.9188141
489	182.7121565
490	182.5531725
491	182.3766248
492	182.3406351
493	182.1238596
494	182.0585112
495	181.8230078
496	181.7233107
497	181.533604
498	181.2832383
499	181.2627938
500	180.9563007
501	180.6041106
502	180.4811591
503	180.3443466
504	180.141658
505	180.1167844
506	179.8404077
507	179.6506542
508	179.4566003
509	179.179571
510	178.838374
511	178.6924195
512	178.3378879
513	178.1772579
514	178.0510977
515	177.9575604
516	177.8405911
517	177.5719746
518	177.4670608
519	177.3756591
520	177.1440719
521	176.9200194
522	176.8603578
523	176.7150438
524	176.5772901
525	176.4052161
526	176.0004951
527	175.7589393
528	175.7357681
529	175.6374541
530	175.4600493
531	175.3839997
532	175.3633586
533	175.2704692
534	175.1334095
535	174.9374328
536	174.9051951
537	174.6747423
538	174.492529
539	174.3360532
540	174.1729112
541	173.9167708
542	173.6140861
543	173.5498073
544	173.4336619
545	173.2514102
546	173.0395358
547	172.7930522
548	172.6400793
549	172.6204488
550	172.3194603
551	172.1918676
552	172.1614337
553	172.0960222
554	171.9642873
555	171.796813
556	171.6965168
557	171.6433002
558	171.5230291
559	171.3731195
560	171.1954184
561	170.8481429
562	170.6634641
563	170.4969424
564	170.3388544
565	170.2551373
566	170.1055968
567	169.7490893
568	169.5637098
569	169.5205819
570	169.5002933
571	169.4216125
572	169.2160531
573	168.9500322
574	168.8617544
575	168.6684176
576	168.5093952
577	168.4942226
578	168.2654621
579	168.0616691
580	168.0153618
581	167.8598984
582	167.755384
583	167.568251
584	167.4581148
585	167.4408739
586	167.350599
587	166.9819171
588	166.8386211
589	166.6597679
590	166.5041995
591	166.2912083
592	166.1000725
593	165.9395367
594	165.7073157
595	165.3867696
596	165.2105289
597	164.9088387
598	164.8377727
599	164.7481321
600	164.6462401
601	164.5466616
602	164.4108666
603	164.2893231
604	164.1987161
605	164.0918737
606	164.061124
607	163.8292296
608	163.7254007
609	163.6761679
610	163.492439
611	163.4129329
612	163.343777
613	163.1559533
614	163.0943708
615	163.0371462
616	162.8917059
617	162.7333456
618	162.6615371
619	162.5926965
620	162.4697839
621	162.415772
622	162.2378458
623	162.1275121
624	162.0860273
625	161.9623274
626	161.7177994
627	161.6596601
628	161.5519501
629	161.2456948
630	161.1543773
631	161.1150951
632	161.021377
633	160.9000237
634	160.8032538
635	160.7384308
636	160.6551842
637	160.5238496
638	160.3370474
639	160.2298969
640	159.9822822
641	159.8716562
642	159.6739371
643	159.5716705
644	159.4207898
645	159.3248306
646	159.2460424
647	159.1828952
648	159.0390895
649	158.9744008
650	158.8847245
651	158.8724109
652	158.7063379
653	158.6271617
654	158.615446
655	158.5423665
656	158.3120632
657	158.1059612
658	158.0074558
659	157.8915032
660	157.6754361
661	157.4965546
662	157.3383057
663	157.3009812
664	157.2195887
665	157.1554215
666	157.1438833
667	157.0330621
668	157.02275
669	156.9539937
670	156.8949425
671	156.807344
672	156.6498655
673	156.4732957
674	156.2672829
675	156.1957968
676	156.1839053
677	156.1245228
678	156.0677126
679	155.9320239
680	155.6133199
681	155.5714527
682	155.3747319
683	155.3532999
684	155.3156509
685	155.2996069
686	155.2891482
687	155.1988356
688	155.1117405
689	155.0209382
690	154.9503935
691	154.8847159
692	154.7632876
693	154.7508806
694	154.5807479
695	154.4585802
696	154.2203971
697	153.9878625
698	153.874778
699	153.7547971
700	153.7379228
701	153.7077101
702	153.6327745
703	153.6186818
704	153.3903919
705	153.3393265
706	153.2969117
707	153.1227126
708	152.9251201
709	152.7987847
710	152.5443422
711	152.4614072
712	152.249477
713	152.1751172
714	152.0955742
715	152.0021426
716	151.8805876
717	151.7480794
718	151.6771943
719	151.5483282
720	151.3784975
721	151.3407337
722	151.2192829
723	151.1539109
724	151.1030357
725	151.0259167
726	150.8684806
727	150.8084904
728	150.7204823
729	150.6716047
730	150.5889466
731	150.416748
732	150.3502823
733	150.3111046
734	149.9954303
735	149.9234555
736	149.8671474
737	149.7718129
738	149.7135868
739	149.4714269
740	149.3963369
741	149.3282099
742	149.2588964
743	149.1332821
744	148.9856488
745	148.8986176
746	148.8827253
747	148.8679395
748	148.560799
749	148.4964272
750	148.4849338
751	148.2600656
752	148.1437634
753	148.0668835
754	147.9978116
755	147.8769838
756	147.8228056
757	147.6120697
758	147.539891
759	147.1894575
760	147.0487274
761	146.9845783
762	146.8066837
763	146.6253896
764	146.5881076
765	146.4595973
766	146.3028709
767	145.9215526
768	145.6665038
769	145.6347303
770	145.5886338
771	145.5764712
772	145.4761029
773	145.2659221
774	145.2145627
775	145.0931536
776	144.9772928
777	144.9226554
778	144.7583488
779	144.703566
780	144.6731296
781	144.5389569
782	144.4119719
783	144.2844736
784	144.15049
785	143.9278126
786	143.9192121
787	143.816284
788	143.7851968
789	143.6615582
790	143.3869552
791	143.277299
792	143.2299471
793	143.1255729
794	143.0299303
795	142.969193
796	142.9042262
797	142.824088
798	142.7363491
799	142.5699862
800	142.5150442
801	142.4233599
802	142.3122995
803	142.2390248
804	142.1871682
805	142.1069126
806	142.0317721
807	141.9840232
808	141.919352
809	141.7970445
810	141.5562903
811	141.2945344
812	141.1340853
813	141.0080809
814	140.9402313
815	140.8396822
816	140.7990095
817	140.6549925
818	140.5713641
819	140.4395478
820	140.3914666
821	140.1884726
822	140.1021272
823	139.9641835
824	139.9130262
825	139.890194
826	139.7596716
827	139.5424215
828	139.4888321
829	139.4318986
830	139.3660014
831	139.3287996
832	139.287142
833	139.2442658
834	139.0589814
835	138.9932847
836	138.8994438
837	138.8791366
838	138.8463967
839	138.7494694
840	138.5903808
841	138.4168751
842	138.3683053
843	138.242816
844	138.0803941
845	138.0718624
846	138.0077162
847	137.8778616
848	137.8689379
849	137.7961745
850	137.7791956
851	137.6660015
852	137.5886441
853	137.4394525
854	137.383717
855	137.3714482
856	137.2368864
857	137.0412952
858	136.7800674
859	136.6423008
860	136.5845384
861	136.4505701
862	136.3025158
863	136.2381943
864	136.149482
865	136.0722859
866	136.0526689
867	135.8851225
868	135.7425242
869	135.6910009
870	135.6329316
871	135.5902279
872	135.5299166
873	135.4226597
874	135.3028182
875	135.1809385
876	135.1560329
877	135.0771986
878	134.9762746
879	134.8273913
880	134.8081198
881	134.7403332
882	134.7088049
883	134.5897907
884	134.550962
885	134.4658288
886	134.3223355
887	134.2537619
888	134.2448753
889	134.1620819
890	134.115764
891	134.076301
892	133.9740354
893	133.9393386
894	133.849962
895	133.8167704
896	133.7101446
897	133.6971451
898	133.6741121
899	133.5788183
900	133.4952454
901	133.4660316
902	133.3222754
903	133.3125696
904	133.2325263
905	133.0478194
906	132.9138612
907	132.8638232
908	132.8380908
909	132.8263146
910	132.7896687
911	132.6806785
912	132.6539969
913	132.5563952
914	132.5070118
915	132.4371676
916	132.3976102
917	132.3127301
918	132.2175572
919	131.9885816
920	131.9140247
921	131.9013224
922	131.8581704
923	131.6834694
924	131.554957
925	131.4847152
926	131.4571294
927	131.3612723
928	131.3511554
929	131.1990948
930	131.1799629
931	131.1405542
932	131.1247186
933	131.0933035
934	130.9845993
935	130.9115125
936	130.8267493
937	130.7621314
938	130.7149893
939	130.6141491
940	130.5327553
941	130.3855701
942	130.335695
943	130.2409732
944	130.2323584
945	130.1868591
946	130.1429058
947	130.0337137
948	129.880943
949	129.8130211
950	129.7523914
951	129.5323914
952	129.5268215
953	129.4125489
954	129.2644788
955	129.1897617
956	129.1354478
957	129.0532104
958	128.8770351
959	128.7593224
960	128.6805499
961	128.6342327
962	128.4963676
963	128.3979291
964	128.3188586
965	128.2075358
966	128.1809024
967	128.0721119
968	127.9629878
969	127.8570809
970	127.7375855
971	127.7144976
972	127.5757625
973	127.5174662
974	127.4259268
975	127.3229451
976	127.1755939
977	127.0709934
978	127.0126742
979	126.9390997
980	126.8112658
981	126.7628445
982	126.7160798
983	126.5785015
984	126.5451303
985	126.4811232
986	126.4190238
987	126.3846153
988	126.3332494
989	126.2736415
990	126.1990086
991	126.1359723
992	126.0867918
993	126.0416362
994	125.9797539
995	125.9432651
996	125.9026632
997	125.810446
998	125.7160148
999	125.6623992
1000	125.6413821
1001	125.5703246
1002	125.4990371
1003	125.3435214
1004	125.2540009
1005	125.2416785
1006	125.1747232
1007	125.1216303
1008	125.0641748
1009	124.9834309
1010	124.9361892
1011	124.8005332
1012	124.7491884
1013	124.6338873
1014	124.5644098
1015	124.5036164
1016	124.429743
1017	124.3256943
1018	124.2947334
1019	124.2355904
1020	124.2008728
1021	124.1657381
1022	123.9864216
1023	123.9427407
1024	123.8923727
1025	123.8475534
1026	123.8246001
1027	123.7749449
1028	123.7449137
1029	123.7084145
1030	123.6433446
1031	123.6072485
1032	123.4303728
1033	123.4245986
1034	123.2388962
1035	123.1627037
1036	122.9813568
1037	122.8650564
1038	122.84881
1039	122.7749023
1040	122.7110124
1041	122.6416116
1042	122.563804
1043	122.5491968
1044	122.5277605
1045	122.4332558
1046	122.3778241
1047	122.2192455
1048	122.0161953
1049	121.9293008
1050	121.8923556
1051	121.8505686
1052	121.8007041
1053	121.7058543
1054	121.5579644
1055	121.5006087
1056	121.4424602
1057	121.3842871
1058	121.3494829
1059	121.1705782
1060	121.095625
1061	121.0632474
1062	120.9972398
1063	120.8855922
1064	120.8122725
1065	120.7881103
1066	120.727009
1067	120.6094071
1068	120.5499975
1069	120.4866546
1070	120.4444189
1071	120.3364697
1072	120.2046876
1073	120.1112125
1074	120.0150431
1075	119.9067102
1076	119.8144687
1077	119.737078
1078	119.690214
1079	119.5757209
1080	119.5157431
1081	119.4876701
1082	119.4022197
1083	119.3537438
1084	119.3221822
1085	119.2660029
1086	119.1503802
1087	119.0861322
1088	119.0248022
1089	118.9687397
1090	118.9252545
1091	118.8125949
1092	118.6850746
1093	118.6778041
1094	118.6691241
1095	118.6069687
1096	118.530152
1097	118.4604753
1098	118.4356699
1099	118.3815916
1100	118.3569816
1101	118.2669157
1102	118.1776116
1103	118.1055019
1104	118.0235809
1105	118.0027726
1106	117.9636396
1107	117.8024963
1108	117.7111331
1109	117.6442089
1110	117.5953912
1111	117.5025199
1112	117.4487648
1113	117.4260523
1114	117.3767912
1115	117.2700896
1116	117.1796697
1117	117.1217992
1118	117.0726773
1119	117.0142581
1120	116.988619
1121	116.930126
1122	116.8437612
1123	116.8175662
1124	116.713698
1125	116.6199352
1126	116.6121048
1127	116.547997
1128	116.4752737
1129	116.4334202
1130	116.335949
1131	116.3044079
1132	116.2230863
1133	116.1954488
1134	116.1487792
1135	116.0953399
1136	116.0073056
1137	115.937388
1138	115.860955
1139	115.8033889
1140	115.6409847
1141	115.6245252
1142	115.5789734
1143	115.502023
1144	115.4292211
1145	115.3411286
1146	115.2553197
1147	115.2108722
1148	115.1230308
1149	115.0629058
1150	115.0362778
1151	114.99584
1152	114.9543701
1153	114.9074474
1154	114.8567225
1155	114.762611
1156	114.7314655
1157	114.6790527
1158	114.5431937
1159	114.4387672
1160	114.3616766
1161	114.3334279
1162	114.3282872
1163	114.2641518
1164	114.2599674
1165	114.2193928
1166	114.0640334
1167	114.0021399
1168	113.9300606
1169	113.9093685
1170	113.8649165
1171	113.8476583
1172	113.8090427
1173	113.7226468
1174	113.6666367
1175	113.6291084
1176	113.5841864
1177	113.4906692
1178	113.4634281
1179	113.4252225
1180	113.3452528
1181	113.3288754
1182	113.3215245
1183	113.2455646
1184	113.1814519
1185	113.0462767
1186	112.9890068
1187	112.9393168
1188	112.9106793
1189	112.8594624
1190	112.7668734
1191	112.6300834
1192	112.6087071
1193	112.5442877
1194	112.5108433
1195	112.4992256
1196	112.426831
1197	112.3977241
1198	112.3052098
1199	112.2203073
1200	112.174893
1201	112.049255
1202	111.9916493
1203	111.9631088
1204	111.9316103
1205	111.9082415
1206	111.8654693
1207	111.7679975
1208	111.6470493
1209	111.5862335
1210	111.5512724
1211	111.5202293
1212	111.475354
1213	111.3949172
1214	111.2330373
1215	111.158782
1216	111.1181231
1217	111.0599921
1218	111.0100623
1219	110.8940529
1220	110.8380944
1221	110.6972797
1222	110.6360203
1223	110.5703782
1224	110.5223864
1225	110.4989253
1226	110.4638633
1227	110.4015744
1228	110.3610019
1229	110.2971618
1230	110.2818534
1231	110.2050261
1232	110.1432094
1233	110.0916981
1234	110.0333264
1235	109.9868764
1236	109.9289268
1237	109.8924963
1238	109.8257364
1239	109.7699034
1240	109.6734366
1241	109.6048285
1242	109.515202
1243	109.4322349
1244	109.3714991
1245	109.3046176
1246	109.1930787
1247	109.1422021
1248	109.1023739
1249	109.0595915
1250	109.0193848
1251	108.9865832
1252	108.9181597
1253	108.8683478
1254	108.851747
1255	108.7963701
1256	108.7442071
1257	108.7201904
1258	108.6924241
1259	108.6628749
1260	108.6300598
1261	108.5326209
1262	108.4002326
1263	108.3325405
1264	108.2691552
1265	108.1111036
1266	108.0885596
1267	107.9302607
1268	107.8894373
1269	107.8317073
1270	107.7580658
1271	107.6920211
1272	107.67026
1273	107.6433741
1274	107.6049715
1275	107.5481189
1276	107.4557289
1277	107.4213363
1278	107.271636
1279	107.1629345
1280	107.097218
1281	107.0291541
1282	106.9906464
1283	106.9300739
1284	106.8713791
1285	106.7938857
1286	106.7364344
1287	106.6567571
1288	106.6061751
1289	106.5653302
1290	106.5354901
1291	106.5173376
1292	106.4842296
1293	106.4780047
1294	106.3681071
1295	106.3465129
1296	106.3262934
1297	106.2825825
1298	106.2208391
1299	106.1713343
1300	106.1258326
1301	106.0553087
1302	106.0108657
1303	105.9742183
1304	105.9145867
1305	105.8855071
1306	105.8392895
1307	105.7823454
1308	105.7441858
1309	105.697024
1310	105.6722088
1311	105.6376576
1312	105.5914353
1313	105.4666847
1314	105.4462578
1315	105.4400626
1316	105.3956657
1317	105.3293176
1318	105.3042668
1319	105.1931409
1320	105.0844963
1321	105.0451631
1322	104.9712422
1323	104.8050219
1324	104.7061848
1325	104.6151836
1326	104.5681745
1327	104.493331
1328	104.4558421
1329	104.4127561
1330	104.3174441
1331	104.2573898
1332	104.2293079
1333	104.1929849
1334	104.158215
1335	104.042682
1336	104.0273304
1337	104.0035965
1338	103.9597528
1339	103.883638
1340	103.8467393
1341	103.7539295
1342	103.6937776
1343	103.6492671
1344	103.5571333
1345	103.5286788
1346	103.4586507
1347	103.4300919
1348	103.4073189
1349	103.4043654
1350	103.3690818
1351	103.342955
1352	103.2775379
1353	103.2397817
1354	103.2100098
1355	103.1508544
1356	103.1202841
1357	103.1139366
1358	103.0957603
1359	103.0542073
1360	103.0312547
1361	103.0141506
1362	102.9190293
1363	102.9050584
1364	102.8681234
1365	102.8112063
1366	102.7718609
1367	102.7426614
1368	102.7069776
1369	102.6615193
1370	102.6352448
1371	102.5848853
1372	102.5592177
1373	102.5301724
1374	102.5288148
1375	102.4066458
1376	102.4057784
1377	102.3798129
1378	102.3507673
1379	102.3150735
1380	102.2582659
1381	102.2378394
1382	102.1918516
1383	102.1345494
1384	102.0677716
1385	101.9368984
1386	101.8536448
1387	101.8418954
1388	101.8200576
1389	101.7763977
1390	101.7589893
1391	101.7379021
1392	101.6604265
1393	101.6421856
1394	101.5608363
1395	101.5129299
1396	101.4941389
1397	101.4367587
1398	101.3341184
1399	101.3077522
1400	101.2085407
1401	101.1295054
1402	101.0748577
1403	100.9851348
1404	100.9693845
1405	100.9251935
1406	100.8845359
1407	100.8668408
1408	100.8258066
1409	100.7912358
1410	100.7743299
1411	100.7431856
1412	100.6979903
1413	100.6466904
1414	100.5964491
1415	100.5513895
1416	100.5484486
1417	100.4857354
1418	100.4415499
1419	100.4169059
1420	100.3392509
1421	100.2830256
1422	100.242572
1423	100.2214763
1424	100.1979075
1425	100.1428573
1426	100.1175889
1427	100.0963045
1428	100.0530806
1429	100.0372398
1430	99.96381789
1431	99.84240297
1432	99.82557664
1433	99.80642704
1434	99.79545549
1435	99.78470628
1436	99.77047131
1437	99.74604779
1438	99.74113401
1439	99.72144109
1440	99.65090737
1441	99.61291929
1442	99.54348115
1443	99.47912881
1444	99.41465556
1445	99.40564122
1446	99.36436614
1447	99.32929857
1448	99.31255577
1449	99.28844667
1450	99.25001251
1451	99.24293393
1452	99.19971099
1453	99.1753165
1454	99.09363155
1455	99.05759629
1456	98.99584942
1457	98.88718825
1458	98.84182491
1459	98.7758646
1460	98.71748243
1461	98.69726763
1462	98.63570244
1463	98.61462543
1464	98.56788363
1465	98.55843486
1466	98.52433927
1467	98.47549375
1468	98.41602474
1469	98.40561692
1470	98.3844957
1471	98.37451247
1472	98.32939371
1473	98.27964462
1474	98.22688131
1475	98.15218475
1476	98.12294541
1477	98.07266209
1478	98.00092278
1479	97.89169463
1480	97.84849602
1481	97.84390807
1482	97.80936445
1483	97.76365959
1484	97.714916
1485	97.67853425
1486	97.66064521
1487	97.64165165
1488	97.61545953
1489	97.58983588
1490	97.57792233
1491	97.52658353
1492	97.49803042
1493	97.47549538
1494	97.44597114
1495	97.41298801
1496	97.38951191
1497	97.35753232
1498	97.33833289
1499	97.30327241
